Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,IST
857,主任医师,儿科,泰州,1,0,"27,135",0,3,1,1,0,,0.000110558
861,主治医师,小儿外科,西安,0,210,"10,237",0,2,4,1,0,,0.00019537
910,副主任医师 副教授,儿科,上海,1,370,"54,742",6,18,3,0,0,,0.000328815
937,主治医师,内儿科,廊坊,0,0,653,0,0,0,0,0,,0
948,主治医师,儿科,郑州,1,305,"24,690",1,6,3,1,0,,0.000243013
951,住院医师,小儿外科,重庆,0,0,"2,088",0,1,0,0,0,,0.000478927
960,住院医师,小儿急诊科,佛山,0,65,"14,821",0,11,1,0,0,,0.00074219
983,副主任医师,儿科,广州,1,35,"8,244",0,5,1,0,0,,0.000606502
999,副主任医师,小儿科,济宁,1,630,"69,998",0,51,6,1,3,,0.000728592
1013,主治医师 讲师,小儿外科,武汉,1,440,"25,580",0,65,0,0,0,,0.002541048
1026,副主任医师,新生儿科,沧州,0,0,"1,060",0,0,0,0,0,,0
1037,主任医师 教授,心儿科,广州,1,240,"23,332",0,22,3,0,1,,0.000942911
1049,副主任医师,儿科,宜昌,1,200,"7,092",0,0,1,0,0,,0
1064,副主任医师,小儿外科,沈阳,1,10,"5,039",0,2,3,0,0,,0.000396904
1086,主治医师 讲师,小儿眼科,济南,1,3189,"279,569",0,383,2,0,0,,0.001369966
1106,主治医师,小儿骨科,成都,0,200,"3,772",0,0,1,0,1,,0
1110,副主任医师 副教授,儿内科,福州,1,550,"25,524",6,79,1,0,2,欢迎词                        希望能帮助到更多孩子解决生长发育的问题，成就孩子梦想的高度。,0.003095126
1126,主任医师 教授,儿保科,大同,1,275,"19,914",2,13,0,0,0,矮小门诊开诊通知                        我科现已开设矮小门诊，如果您对孩子的身高不满意或在儿童生长发育方面有疑问，可前来咨询。门诊时间为周三周六的上午，为确保您的就诊效率，咨询就诊前须知！,0.000652807
1191,住院医师,小儿骨科,合肥,0,0,"15,609",0,1,1,0,0,,6.40656E-05
1215,住院医师,儿科,深圳,0,0,"3,780",0,0,0,0,0,,0
1280,主治医师,儿童普外科,成都,1,250,"8,346",0,5,2,0,0,,0.000599089
1297,主任医师,小儿科,天津,1,30,"4,860",0,5,2,0,0,欢迎词                        现在春天，春暖花开，是呼吸道过敏性疾病高发季节，许多过敏体质的小孩，会出现鼻痒、鼻塞、经常流涕，还有出现咳嗽或咳喘，最好发病早期带您的宝宝到医院诊治。平日要保持室内空气流通，不要到人群密集的场所。      我们在西医治疗的同时采用中药穴...位贴敷治疗气管炎、支气管炎，哮喘，咳嗽变异性哮喘、过敏性鼻炎，慢性咽炎，反复呼吸道感染等多种呼吸系统疾病。取得了较好的疗效。                                        展开 >,0.001028807
1307,住院医师,儿科,鹤岗,0,200,"6,909",0,0,0,0,0,,0
1332,住院医师,小儿外科,咸阳,0,35,"1,942",0,4,0,0,0,,0.002059732
1380,副主任医师,斜视弱视与小儿眼科,天津,1,4075,"293,127",2,574,15,8,0,,0.001958196
1400,副主任医师 副教授,儿外科,九江,1,5800,"416,796",14,588,5,0,8,,0.001410762
1409,住院医师 助教,儿童口腔科,重庆,1,481,"68,438",9,22,0,0,1,,0.000321459
1424,主任医师,儿科,杭州,1,15,"22,852",0,5,4,1,1,,0.000218799
1445,主任医师 教授,口腔儿童预防科,上海,1,295,"150,611",3,68,47,13,1,"关爱孩子牙齿健康                        ""热心、耐心、爱心、细心”是我的追求，您孩子“健康的牙齿，甜美的微笑”是对我最大的褒奖。",0.000451494
1474,住院医师 讲师,儿科,景德镇,0,0,"27,131",0,3,1,0,0,关注儿童健康，关注祖国未来                        感谢各位同道的支持及病友的关注，祝愿全天下小朋友健健康康，快快乐乐的成长！zouyongzhoulove@163.com,0.000110575
1478,主任医师,新生儿科,临夏,1,200,"14,915",1,0,2,2,1,,0
1484,副主任医师 副教授,儿科,郑州,0,0,981,0,0,0,0,0,,0
1499,住院医师,儿科,郑州,1,0,789,0,0,0,0,0,,0
1500,主任医师,小儿骨科,宁波,1,260,"28,161",0,6,2,0,0,,0.000213061
1508,副主任医师,心儿科,广州,1,23442,"675,191",5,1224,34,17,162,儿童心脏病的交流平台                        欢迎儿童心脏病患者的咨询，希望通过好大夫的在线平台，提供心脏病诊治的相关信息。1、对于已经找我面诊过得患者（尤其是外地患者），不方便复诊或病情发生变化时，可直接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，可以通过在线咨询的...方式向我咨询有关先心病的相关问题，由于医院工作繁忙，可能不能及时给您回复，请理解。如果希望尽快与我沟通，可以申请电话咨询服务，我将尽量当天与您通话;3、 如果您想找我当面就诊，可直接通过预约转诊进行申,0.00181282
1511,主治医师,儿科,太原,1,270,"13,561",0,5,1,0,0,,0.000368704
1538,主任医师,儿科,北京,1,25,"23,683",0,7,3,0,1,,0.000295571
1546,住院医师,儿科,赣州,1,340,"37,230",3,11,1,0,0,,0.000295461
1569,住院医师,儿保科,唐山,0,0,"3,842",0,0,0,0,0,,0
1602,副主任医师 副教授,儿内科,开封,1,2085,"248,264",0,288,1,0,0,,0.001160055
1618,主任医师 教授,儿内科,泰安,1,0,"1,955",0,1,4,0,0,,0.000511509
1623,主任医师,小儿心内科,湖州,1,200,"6,390",0,0,1,0,0,欢迎词                        欢迎来到我的网站！希望能为你提供一些帮助！,0
1630,主治医师,小儿心脏外科,北京,0,380,"27,856",0,16,3,0,3,欢迎广大患友咨询有关心脏外科冠心病、风湿性瓣膜病、...                        可咨询有关心脏外科小儿先天性心脏病问题 手术及术后复查,0.000574383
1631,副主任医师,儿科,广州,1,0,"2,049",0,0,0,0,0,,0
1657,副主任医师 副教授,儿科,东莞,1,0,"2,011",0,0,0,0,0,,0
1699,副主任医师,儿科,济宁,0,260,"20,964",2,10,0,0,0,,0.000477008
1710,主治医师,儿童牙科,合肥,1,3901,"350,509",12,321,1,1,0,,0.000915811
1713,副主任医师,小儿神经内科,上海,1,495,"40,925",0,116,5,1,0,,0.002834453
1748,副主任医师,小儿心外科,北京,1,7380,"194,580",18,441,74,51,58,欢迎词                        您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！欢迎您来对孩子的病情向我咨询，我会针对孩子的病情，在12小时内给予回复，个别情况下会在24小时内给予回复，1860037291...4.希望我们的共同努力，尽可能减轻孩子们看病难的问题。咨询时请说明孩子的年龄、体重、详细症状及超声、胸片资料等，以便对孩子的病情作出及时准确的评估。我们为家庭贫困的孩子准备了爱佑基金。该基金是爱佑基金会与我们医院,0.00226642
1755,主治医师,小儿泌尿外科,上海,0,990,"35,157",4,119,9,1,1,,0.003384817
1772,副主任医师,小儿外科,安阳,1,15,"2,822",0,3,0,0,0,,0.001063076
1791,住院医师,小儿外科,安阳,0,0,"1,868",0,0,0,0,0,,0
1815,住院医师,小儿内科,上海,0,0,"3,635",0,0,0,0,0,,0
1824,副主任医师,儿科,盐城,0,0,"11,715",0,0,1,0,0,,0
1830,住院医师,儿科,青岛,0,85,"2,579",0,14,0,0,0,,0.005428461
1836,住院医师,小儿骨科,西安,1,300,"13,455",0,9,0,0,1,,0.000668896
1865,主治医师 讲师,儿内科,长春,1,220,"147,558",8,21,5,0,1,心声！                        作为医生我愿意治病救人，作为同事我愿意和你们学习探讨医学相关知识。   儿童是祖国的希望、未来，能为祖国的希望、未来服务，是我毕生的荣耀！,0.000142317
1876,主任医师,儿科,齐齐哈尔,1,0,"13,402",0,1,6,0,0,欢迎各位患者                        黑龙江省名中医金福厚教授独创中医药五联疗法治疗过敏性紫癜、紫癜肾、血小板减少紫癜黑龙江省名中医.黑龙江中医大学兼职教授.政府津贴获得者.齐齐哈尔紫癜研究室主任.齐齐哈尔中医医院主任医师金福厚教授，经历二十多年潜心研究，把博大精深的中...医医院理论和现代高科技完美结合，运用阴阳五行学说和现代免疫分子生物学结合，解决了医学界对顽固性过敏性紫癜，紫癜性肾炎肾病，难治性血小板减少紫癜，久治不愈的难题，使众多省内外久治不愈患者，获得康复，摆脱了西医长期使,7.46157E-05
1898,主任医师 教授,普外、新生儿外科,上海,1,1475,"110,405",3,107,25,5,11,一切为了孩子                        一切为了孩子!,0.000969159
1904,主任医师 教授,小儿心血管科,长春,1,0,"20,288",0,0,4,0,0,,0
1941,主任医师 教授,儿科,石家庄,1,375,"80,346",2,75,8,1,1,,0.000933463
1961,住院医师,新生儿科,阳江,0,215,"17,827",1,1,2,0,0,欢迎词                        努力做一名合格的新生儿科医师...,5.60947E-05
1986,主治医师,儿内科,上海,1,985,"108,524",21,164,1,0,0,嘉定中医儿科                        陈氏儿科传人，中医儿科陶红工作室成员，师从嘉定儿科名医陶红医师。擅长中西医结合治疗反复呼吸道感染、急慢性支气管炎、哮喘、厌食、盗汗、性早熟等。,0.001511186
1991,副主任医师,中医儿科,成都,1,0,"94,948",1,17,3,0,0,,0.000179045
2010,副主任医师 副教授,小儿外科,郑州,1,806,"81,024",3,41,2,0,3,欢迎咨询                        竭诚为患者朋友服务,0.000506023
2014,主任医师,小儿泌尿外科,上海,1,10710,"1,476,721",18,1696,99,52,46,不要通过号贩加号                        近日了解到有不少患儿家长因为挂号困难，通过号贩加号。在此提醒各位家长，号贩如加到号，您一定也能加到。您可以带上外院病历找我加号。包皮长、包茎等只要看小儿外科普通门诊就行了。谢谢大家！,0.00114849
2017,主治医师,小儿外科,广州,1,0,898,0,3,4,2,0,"满意的笑容即是最大的鼓励                        专注:1.药物注射治疗及微创手术治疗痔疮等肛肠疾病;2.腹腔镜微创治疗小儿疝气及鞘膜积液;3.微创手术治疗男性精索静脉曲张,隐睾,性功能障碍,前列腺增生,包茎及包皮过长等男性生殖系统疾病;4.微创手术治疗膀胱结石,输尿管中下段结石,排尿异常...等泌尿系统疾病.                                        展开 >>                 收起 <<",0.003340757
2024,主任医师 教授,儿童保健科,成都,1,200,"30,327",0,5,20,6,0,,0.00016487
2025,副主任医师,儿科,佳木斯,1,220,"27,869",8,1,2,0,0,,3.58822E-05
2028,主治医师,小儿外科,南充,0,5,"1,557",0,1,0,0,0,,0.000642261
2030,主治医师,新生儿科,济宁,1,945,"77,323",0,151,5,0,0,大家好                        欢迎进入我的网站，能为你服务是我的荣幸，祝宝宝早日康复，快乐幸福！！因为工作比较繁忙，可能无法及时回复大家的信息，如果大家能等待的，我会尽量抽时间来回复，如果不能等待的，建议及时就诊，不要延误病情，对于给大家造成的困扰非常抱歉！！请大家理...解，谅解！！                                        展开 >>                 收起 <<,0.001952847
2132,副主任医师,儿外科,兰州,1,0,"1,521",0,0,2,0,0,,0
2152,主任医师 教授,儿科综合,辽阳,1,1495,"153,481",16,87,2,1,4,欢迎词                        用我的真心换你的笑容！关注孩子的身高，关注孩子的未来！,0.000566845
2160,主治医师,儿外科,连云港,1,230,"11,339",3,1,3,0,1,,8.81912E-05
2162,主治医师 讲师,小儿外科,西安,1,430,"28,632",0,32,8,4,2,,0.001117631
2185,主任医师 副教授,小儿心脏外科,北京,1,310,"69,450",0,60,55,20,4,阜外医院16病区                        欢迎广大先天性心脏病患者及家属咨询和到阜外心血管病医院就诊，我定将竭力为您和您的家人服务，祝福所有先心病患者！,0.000863931
2206,主任医师 副教授,新生儿科,广州,1,13560,"864,377",7,1127,15,10,71,,0.001303829
2208,主任医师,新生儿科,上海,1,60,"7,276",2,9,3,0,0,心血浇灌柔弱的花朵 爱心抚育如花的生命                        十月怀胎孕育你 一朝分娩生下你 今生今世爱护你 这是母亲的大爱如果孕期胎儿有发育异常 我可以为您做发育异常胎儿的产前咨询 解除您的焦虑是我愿意做的初为人父母 新生的宝宝让您感到手忙脚乱 我可以为您做新生儿营养 发育 睡眠 早教及疾病诊治...等方面指导 您的宝宝健康聪明是我希望看到的                                        展开 >>                 收起 <<,0.001236943
2210,主任医师,小儿外科,荆州,1,0,"3,202",0,0,2,0,0,,0
2227,主任医师,儿童保健康复科,无锡,1,300,"22,903",0,9,5,0,1,欢迎词                        无锡市人民医院儿童康复科将在9月20日起开设儿童康复病房，方便患儿康复，住院后可得到强化训练和治疗，起到更好地疗效。并在12月以前住院者将免费提供一个项目的治疗。,0.000392962
2235,主治医师,小儿外科,咸阳,1,65,"11,690",5,11,1,1,0,,0.000940975
2241,主治医师,儿科,沈阳,0,225,"37,066",0,28,1,0,1,,0.000755409
2244,副主任医师,儿科,达州,1,0,"10,237",0,1,0,0,0,,9.76849E-05
2250,副主任医师 副教授,小儿内科,潍坊,1,0,"19,904",0,2,3,0,0,,0.000100482
2264,主任医师 教授,小儿外科,西安,1,961,"48,630",1,47,5,0,1,,0.000966482
2280,副主任医师,儿科,娄底,1,30,"1,768",0,5,0,0,0,解答婴幼儿医疗疑问                        很感谢好大夫在线为我建立个人网站，能更好与婴幼儿的家长沟通，在培育宝宝的生活中会遇到不少问题，我们可以共同探讨，我是一个照料孙宝宝的医生奶奶，结合近四十年的医疗经验能为大家解决一些疑问，我会很高兴。因时间关系，上网和回答问题会不及时，请原谅...！                                        展开 >>                 收起 <<,0.002828054
2334,主治医师,儿科,济宁,1,558,"73,649",7,34,1,0,0,,0.000461649
2361,住院医师,儿科,贵港,0,0,"8,861",0,0,1,0,0,,0
2393,副主任医师,儿科,北京,1,605,"11,234",0,61,1,0,1,,0.005429945
2457,主任医师 教授,小儿外科,济南,1,450,"62,359",0,28,2,0,1,,0.000449013
2463,住院医师,儿科,潍坊,0,0,"6,699",0,0,0,0,0,,0
2482,主治医师,小儿外科,蚌埠,1,200,"5,453",0,0,1,0,0,,0
2491,主任医师,儿童保健所,上海,1,84375,"7,719,265",24,6920,19,20,113,不看门诊了我还是乐意和大家分享育儿保健知识                        已经成了习惯，在家的日子或外出回到家时，就要看看宝宝们好吗?宝爸宝妈有事找我吗?很多问题我不能完全为你们解惑释疑，但希望有所帮助启发。事实上，养育孩子的法宝在你们做父母的心中，我只是倾听者，和您探讨交流育儿心得过程中，我同样从你们的倾诉中获...得智慧和灵感以及促使我不断学习的动力，谢谢各位家长！                                        展开 >>,0.000896458
2501,副主任医师 副教授,儿科,上海,1,585,"232,713",2,80,1,1,2,,0.000343771
2502,住院医师,小儿心内科,北京,1,0,"33,596",0,6,0,0,0,,0.000178593
2515,副主任医师,儿童口腔科,天津,1,0,"2,402",0,0,8,0,0,,0
2525,副主任医师 副教授,儿科,鞍山,1,0,"6,612",0,0,0,0,1,,0
2540,副主任医师 副教授,小儿外科,郑州,0,5,"2,044",0,2,8,2,0,,0.000978474
2547,主任医师,小儿泌尿科,武汉,1,34180,"2,538,379",7,3286,67,24,87,欢迎咨询 为您解答                        住院提示：★★★欢迎各位家长朋友咨询孩子有关泌尿生殖系统的问题，虽然不能面面俱到，但也可以给您指导治疗的方向，特别希望为你们的家庭带来欢笑，为家长解除心中的阴霾，为患儿解除病痛！回答可能言辞简易，但都是个人斟酌后的指导意见，希望对您和孩子有...所专业帮助！现在就诊可预约寒假手术。床位提示：★ 科室床位紧张，预约时间1~2月左右★★ 科室近期可安排★★★ 科室可尽快安排,0.001294527
2559,主任医师 教授,儿科,西安,1,1690,"183,875",40,92,6,2,6,但愿人间无疾苦 宁愿架上药生尘                        时间调整为 周一、三、五上午高新医院国际部儿科诊室门诊儿童处于生长发育阶段，是成人的基础，不少成人的躯体疾病、心理异常、性格行为等问题，都与儿童时期身心健康有关，然而在儿童时期，小儿缺乏自卫能力，其健康易受营养、疾病、外界环境的各种因素...影响，是最易受伤害的人群，因此，要保证儿童身心健康，防治各种疾病，需要全社会、家长和医护人员的共同关注，早发现、早诊断、早治疗，促进儿童健康成长。希望大家在咨询问题时，将详细的病情和相关的化,0.00050034
2603,主任医师,儿内科,厦门,1,215,"8,979",0,1,0,0,0,,0.000111371
2618,主治医师,儿内科,烟台,0,0,653,0,0,0,0,0,,0
2623,主治医师,儿童神经康复科,广州,1,0,"22,057",1,6,3,0,0,,0.000272022
2631,主任医师,小儿心外科,北京,1,17365,"446,838",9,923,37,19,206,,0.002065626
2636,主任医师 教授,儿科,北京,1,2665,"163,360",8,293,6,6,3,欢迎词                        楊奶奶祝愿过敏性紫癜、过敏性鼻炎…患过敏症的孩子们早日康复、健康成长！,0.001793585
2682,主任医师 教授,小儿消化科,上海,1,300,"43,950",0,14,10,0,1,,0.000318544
2702,主治医师 讲师,小儿泌尿外科,沈阳,1,250,"18,101",0,5,1,0,1,,0.000276228
2713,副主任医师,儿保科,唐山,1,570,"42,832",4,51,0,0,0,唐山妇幼保健院儿保科生长发育门诊将办“矮小排查”义...                        唐山妇幼保健院将举办以“科学诊断、综合治疗、快乐成长”为主题的青少年生长发育义诊活动。医院将免费身高体重测量及未来身高预测，并为身高低于-2SD的前50名儿童免费骨龄测评（拍片自费）和未来身高预测。欢迎广大深受身高问题困扰的青少年及家长积极...前来参加。请提前电话预约。报名预约电话：0315-3726731活动地点：唐山妇幼保健院儿保科生长发育门诊活动时间：2013年8月12日——2013年8月17日,0.001190699
2745,主治医师,儿科,随州,0,0,887,0,0,0,0,0,,0
2751,主任医师 教授,小儿神经内科,北京,1,230,"1,043,246",4,1034,86,44,5,,0.000991137
2757,主治医师 讲师,儿科,南京,1,215,"14,355",0,3,5,0,0,,0.000208986
2826,主治医师,小儿外科,青岛,1,1910,"97,500",7,98,0,0,3,,0.001005128
2830,主治医师,儿科,潍坊,1,10,"83,320",5,31,2,0,1,选择我，选择放心！O(∩_∩)O                        真诚为患者服务！得到大家认可，是我最大的心愿！,0.00037206
2926,副主任医师,儿童普外科,成都,1,1550,"76,226",1,75,2,0,3,为了你的健康，我愿竭尽所能！                        各位小朋友：我是胡显良博士，专长为儿童肿瘤的诊治，愿意为所有实体性肿瘤患儿服务。欢迎网上咨询！,0.000983916
2927,副主任医师,儿科,北京,1,0,"13,432",0,0,1,0,1,,0
2934,主治医师,小儿科,成都,0,0,"1,176",0,0,0,0,0,,0
2961,主任医师 教授,新生儿科,广州,1,375,"120,756",5,24,1,0,3,我是艺术家                        作为一个儿科医生，当然也是一个“艺术家”，我很想为你分忧，聆听你的倾述，给你专业的指导意见，欢迎你！,0.000198748
3021,副主任医师,小儿科,济宁,1,481,"20,823",1,24,0,0,1,,0.001152572
3052,住院医师,儿科,鹤岗,0,200,"6,750",0,0,0,0,0,,0
3066,住院医师,儿科,上海,1,1335,"7,841",2,129,1,0,1,,0.016451983
3083,主治医师,小儿科,沧州,0,0,"1,004",0,0,0,0,0,,0
3091,住院医师,儿外科,福州,1,0,"9,142",0,1,2,0,1,,0.000109385
3100,主治医师,儿童普外科,成都,1,270,"16,665",0,7,0,0,0,,0.000420042
3138,主任医师 副教授,儿科,芜湖,1,3191,"248,384",40,227,4,1,9,淡看人生、善待生命                        每一位孩子都是我们的宝贝！希望所有的孩子都能够健康快乐的成长……,0.000913907
3184,住院医师,小儿心内科,北京,1,0,"29,603",0,8,0,0,1,,0.000270243
3188,副主任医师,小儿内科,上海,0,2185,"58,347",0,227,1,0,0,,0.003890517
3279,主治医师,儿科,北京,1,470,"273,035",17,58,2,0,1,"欢迎您                        尊敬的网友：欢迎您浏览我的好大夫个人网页！从走向医学殿堂伊始，成为一名优秀的好大夫是我的人生追求。虽年资不高，但我在坚持不懈的努力，并在繁忙的工作之余时常关注着国际相关医术新进展，不断的提高和完善自我。我会不断地通过发表文章的形式，把...过敏性疾病朋友普遍关注的问题给予阐述，提供咨询和帮助!您也可以通过提问的方式把您的疑问发给我！总之，有过敏性疾病烦恼的朋友，请到这里来，我会竭尽全力给您满意答复！愿通过我们的共同努力,战胜过敏,远离过敏!(特此声明:",0.000212427
3294,主任医师 教授,新生儿科,广州,1,260,"448,681",11,157,7,0,0,欢迎词                        为人父母虽然辛苦，但是在你满足宝宝的需求过程当中，你也同时得到宝宝对你完全的爱及信任。随着孩子一天天的长大，透过孩子的眼睛，你们将重新再认识发现这个世界。也只有你们 ─ 宝宝的父母，可以提供他无条件的爱，安全的环境，良好的保健，滋养他的自信...，教导他享受人生。                                        展开 >>                 收起 <<,0.000349915
3300,主治医师,小儿血液肿瘤科,上海,1,200,"10,158",0,1,4,0,0,,9.84446E-05
3310,副主任医师,小儿外科,保定,0,0,"2,198",0,0,0,0,0,,0
3322,副主任医师,儿科,盐城,1,240,"7,840",0,8,0,0,0,,0.001020408
3329,副主任医师,小儿科,绍兴,0,200,"7,237",0,0,0,0,0,,0
3331,住院医师,小儿心外科,北京,1,200,"8,827",0,0,2,0,0,,0
3385,主任医师,儿科,福州,1,0,"6,776",0,0,2,1,0,,0
3392,副主任医师 副教授,小儿外科,西安,1,0,"12,463",1,2,5,3,1,,0.000160475
3452,住院医师,普外、新生儿外科,深圳,0,0,972,0,0,1,0,0,,0
3500,副主任医师,口腔儿童科,杭州,1,300,"42,007",0,21,3,1,1,,0.000499917
3501,主治医师,儿科,荆州,0,200,"8,258",0,0,0,0,0,,0
3504,主任医师 教授,小儿心内科,开封,1,590,"49,112",3,82,5,0,0,,0.001669653
3537,主治医师,中医儿科,铁岭,1,580,"62,776",5,34,0,0,0,让我们的宝宝更健康                        孩子是我们的希望，孩子的健康是我们的愿望，希望我们的交流能让妈妈安心，让宝宝健康快乐！,0.000541608
3609,副主任医师 副教授,儿科,青岛,1,0,"301,301",0,4,10,2,0,,1.32758E-05
3614,主任医师 教授,儿科,泸州,1,0,"9,661",0,0,0,0,1,,0
3618,主任医师 副教授,儿科,乌鲁木齐,1,200,"14,898",0,0,5,0,0,,0
3620,副主任医师,普外、新生儿外科,深圳,1,1030,"76,112",3,176,15,6,2,欢迎新老病友咨询！                        虽然网站开通将近4年，但一直疏于管理，又由于门诊时间有限，不利于患者咨询，因此重新开通网站，为医患沟通提供一条便捷通道。欢迎新老患儿咨询。,0.002312382
3661,主任医师,儿科,黄冈,1,85,"5,021",3,13,3,0,0,,0.002589126
3663,主任医师,儿科,天津,0,30437,"2,590,505",2,1861,3,4,4,为了您的宝宝健康成长愿助一份力                        愿为年轻的家长了解育儿知识及相关的小儿常见病，减少到医院的次数，避免在公共场所交叉感染提供方便。,0.000718393
3740,副主任医师,儿童保健科,安阳,0,100,"10,320",0,19,0,0,0,,0.001841085
3756,主任医师 教授,儿科,西宁,0,0,755,0,0,0,0,0,,0
3782,主任医师 教授,儿科,上海,1,0,"34,562",0,6,2,0,0,,0.000173601
3788,主任医师,儿外科,宁波,1,2190,"123,933",0,148,1,2,3,,0.001194194
3828,副主任医师 讲师,小儿科,成都,1,455,"72,108",0,34,2,0,0,,0.000471515
3847,主任医师,儿童保健科,郑州,1,9313,"492,796",0,845,11,1,1,欢迎词                        重要声明：本人利用业余时间和大家在网上交流，宗旨是本专业的问题尽量解释提示，因为未见到患儿所以无法进行诊断及处方治疗，欢迎家长带孩子就诊。感谢--大家对我个人网站的关注和支持，这也是我为你们工作的动力。关心儿童健康成长，是你、我共同心愿...！                                        展开 >>                 收起 <<,0.001714705
3875,主任医师 教授,儿科,长沙,1,830,"67,371",1,35,3,1,0,,0.000519511
3879,住院医师,普外、新生儿外科,深圳,0,290,"14,415",0,5,0,0,0,,0.000346861
3881,主任医师 教授,小儿心脏外科,北京,1,11976,"422,976",8,709,37,14,144,各位先心病患儿家长：您好，欢迎来到我的个人网站！                        我的服务宗旨是：让更多的先心病患儿获得适宜的诊断和处理——需要治疗的得到及时有效的治疗，可以不治疗的一定要避免不必要的处理。为了节省病人，尤其是京外病人家长的时间精力和就诊费用，建议可以先通过好大夫网站我的网页咨询或通过好大夫在线电话咨询希...望解决的问题（热线电话：4006 606 120）。通过对话交流，选择合适的时机再来医院就诊（有一些患儿并不需要立即来医院看病）。如的确需要来医院就诊，可采取转诊预约，,0.001676218
