Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,IST
1508,副主任医师,心儿科,广州,1,23697,"702,756",5,1249,34,17,162,儿童心脏病的交流平台                        欢迎儿童心脏病患者的咨询，希望通过好大夫的在线平台，提供心脏病诊治的相关信息。1、对于已经找我面诊过得患者（尤其是外地患者），不方便复诊或病情发生变化时，可直接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，可以通过在线咨询的...方式向我咨询有关先心病的相关问题，由于医院工作繁忙，可能不能及时给您回复，请理解。如果希望尽快与我沟通，可以申请电话咨询服务，我将尽量当天与您通话;3、 如果您想找我当面就诊，可直接通过预约转诊进行申,0.001777288
1511,主治医师,儿科,太原,1,270,"13,911",0,5,1,0,0,,0.000359428
1538,主任医师,儿科,北京,1,25,"26,114",0,7,4,0,1,,0.000268055
1546,住院医师,儿科,赣州,1,340,"38,677",3,11,1,0,0,,0.000284407
1569,住院医师,儿保科,唐山,0,0,"4,035",0,0,0,0,0,,0
1602,副主任医师 副教授,儿内科,开封,1,2085,"261,688",0,288,1,0,0,,0.001100547
1618,主任医师 教授,儿内科,泰安,1,0,"2,110",0,1,4,0,0,,0.000473934
1623,主任医师,小儿心内科,湖州,1,200,"6,581",0,0,1,0,0,欢迎词                        欢迎来到我的网站！希望能为你提供一些帮助！,0
1630,主治医师,小儿心脏外科,北京,0,380,"28,578",0,16,3,0,3,欢迎广大患友咨询有关心脏外科冠心病、风湿性瓣膜病、...                        可咨询有关心脏外科小儿先天性心脏病问题 手术及术后复查,0.000559871
1631,副主任医师,儿科,广州,1,0,"2,250",0,0,0,0,0,,0
1657,副主任医师 副教授,儿科,东莞,1,0,"2,154",0,0,0,0,0,,0
1699,副主任医师,儿科,济宁,0,260,"21,912",2,10,0,0,0,,0.000456371
1710,主治医师,儿童牙科,合肥,1,3901,"369,233",12,321,1,1,0,,0.00086937
1713,副主任医师,小儿神经内科,上海,1,1145,"47,929",0,192,7,2,1,,0.004005925
1748,副主任医师,小儿心外科,北京,1,7625,"205,565",18,469,77,53,60,欢迎词                        您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！欢迎您来对孩子的病情向我咨询，我会针对孩子的病情，在12小时内给予回复，个别情况下会在24小时内给予回复，1860037291...4.希望我们的共同努力，尽可能减轻孩子们看病难的问题。咨询时请说明孩子的年龄、体重、详细症状及超声、胸片资料等，以便对孩子的病情作出及时准确的评估。我们为家庭贫困的孩子准备了爱佑基金。该基金是爱佑基金会与我们医院,0.002281517
1755,主治医师,小儿泌尿外科,上海,0,1070,"39,783",4,125,9,1,1,,0.003142046
1772,副主任医师,小儿外科,安阳,1,15,"3,054",0,3,0,0,0,,0.000982318
1791,住院医师,小儿外科,安阳,0,0,"1,999",0,0,0,0,0,,0
1815,住院医师,小儿内科,上海,0,0,"3,867",0,0,0,0,0,,0
1824,副主任医师,儿科,盐城,0,0,"11,849",0,0,1,0,0,,0
1830,住院医师,儿科,青岛,0,85,"2,919",0,14,0,0,0,,0.004796163
1836,住院医师,小儿骨科,西安,1,300,"13,768",0,9,0,0,1,,0.00065369
1865,主治医师 讲师,儿内科,长春,1,220,"153,995",8,21,5,0,1,心声！                        作为医生我愿意治病救人，作为同事我愿意和你们学习探讨医学相关知识。   儿童是祖国的希望、未来，能为祖国的希望、未来服务，是我毕生的荣耀！,0.000136368
1876,主任医师,儿科,齐齐哈尔,1,0,"13,800",0,1,8,1,0,欢迎各位患者                        黑龙江省名中医金福厚教授独创中医药五联疗法治疗过敏性紫癜、紫癜肾、血小板减少紫癜黑龙江省名中医.黑龙江中医大学兼职教授.政府津贴获得者.齐齐哈尔紫癜研究室主任.齐齐哈尔中医医院主任医师金福厚教授，经历二十多年潜心研究，把博大精深的中...医医院理论和现代高科技完美结合，运用阴阳五行学说和现代免疫分子生物学结合，解决了医学界对顽固性过敏性紫癜，紫癜性肾炎肾病，难治性血小板减少紫癜，久治不愈的难题，使众多省内外久治不愈患者，获得康复，摆脱了西医长期使,7.24638E-05
1898,主任医师 教授,普外、新生儿外科,上海,1,1480,"114,796",3,110,26,5,11,一切为了孩子                        一切为了孩子!,0.000958222
1904,主任医师 教授,小儿心血管科,长春,1,0,"20,549",0,0,4,0,0,,0
1941,主任医师 教授,儿科,石家庄,1,375,"84,445",2,75,8,1,1,,0.000888152
1961,住院医师,新生儿科,阳江,0,215,"18,358",1,1,2,0,0,欢迎词                        努力做一名合格的新生儿科医师...,5.44722E-05
1986,主治医师,儿内科,上海,1,985,"116,954",21,164,1,0,0,嘉定中医儿科                        陈氏儿科传人，中医儿科陶红工作室成员，师从嘉定儿科名医陶红医师。擅长中西医结合治疗反复呼吸道感染、急慢性支气管炎、哮喘、厌食、盗汗、性早熟等。,0.001402261
1991,副主任医师,中医儿科,成都,1,0,"97,214",1,17,3,0,0,,0.000174872
2010,副主任医师 副教授,小儿外科,郑州,1,806,"83,222",3,41,2,0,3,欢迎咨询                        竭诚为患者朋友服务,0.000492658
2014,主任医师,小儿泌尿外科,上海,1,11930,"1,535,483",18,1810,103,55,49,不要通过号贩加号                        近日了解到有不少患儿家长因为挂号困难，通过号贩加号。在此提醒各位家长，号贩如加到号，您一定也能加到。您可以带上外院病历找我加号。包皮长、包茎等只要看小儿外科普通门诊就行了。谢谢大家！,0.001178782
2017,主治医师,小儿外科,广州,1,0,"1,206",0,4,4,2,0,"满意的笑容即是最大的鼓励                        专注:1.药物注射治疗及微创手术治疗痔疮等肛肠疾病;2.腹腔镜微创治疗小儿疝气及鞘膜积液;3.微创手术治疗男性精索静脉曲张,隐睾,性功能障碍,前列腺增生,包茎及包皮过长等男性生殖系统疾病;4.微创手术治疗膀胱结石,输尿管中下段结石,排尿异常...等泌尿系统疾病.                                        展开 >>                 收起 <<",0.00331675
2024,主任医师 教授,儿童保健科,成都,1,200,"31,816",0,5,20,6,0,,0.000157154
2025,副主任医师,儿科,佳木斯,1,220,"28,467",8,1,2,0,0,,3.51284E-05
2028,主治医师,小儿外科,南充,0,5,"1,722",0,1,0,0,0,,0.00058072
2030,主治医师,新生儿科,济宁,1,945,"82,991",0,151,5,0,0,大家好                        欢迎进入我的网站，能为你服务是我的荣幸，祝宝宝早日康复，快乐幸福！！因为工作比较繁忙，可能无法及时回复大家的信息，如果大家能等待的，我会尽量抽时间来回复，如果不能等待的，建议及时就诊，不要延误病情，对于给大家造成的困扰非常抱歉！！请大家理...解，谅解！！                                        展开 >>                 收起 <<,0.001819474
2132,副主任医师,儿外科,兰州,1,0,"1,772",0,1,2,0,0,,0.000564334
2152,主任医师 教授,儿科综合,辽阳,1,1495,"159,715",16,87,2,1,4,欢迎词                        用我的真心换你的笑容！关注孩子的身高，关注孩子的未来！,0.00054472
2160,主治医师,儿外科,连云港,1,230,"11,884",3,1,3,0,1,,8.41468E-05
2162,主治医师 讲师,小儿外科,西安,1,430,"30,114",0,32,8,4,2,,0.001062629
2185,主任医师 教授,小儿心脏外科,北京,1,645,"74,407",0,93,56,20,4,阜外医院16病区                        欢迎广大先天性心脏病患者及家属咨询和到阜外心血管病医院就诊，我定将竭力为您和您的家人服务，祝福所有先心病患者！,0.001249882
2206,主任医师 副教授,新生儿科,广州,1,13575,"897,937",7,1130,15,10,71,,0.00125844
2208,主任医师,新生儿科,上海,1,60,"8,704",2,9,3,0,0,心血浇灌柔弱的花朵 爱心抚育如花的生命                        十月怀胎孕育你 一朝分娩生下你 今生今世爱护你 这是母亲的大爱如果孕期胎儿有发育异常 我可以为您做发育异常胎儿的产前咨询 解除您的焦虑是我愿意做的初为人父母 新生的宝宝让您感到手忙脚乱 我可以为您做新生儿营养 发育 睡眠 早教及疾病诊治...等方面指导 您的宝宝健康聪明是我希望看到的                                        展开 >>                 收起 <<,0.001034007
2210,主任医师,小儿外科,荆州,1,0,"3,359",0,0,2,0,0,,0
2227,主任医师,儿童保健康复科,无锡,1,300,"23,460",0,9,5,0,1,欢迎词                        无锡市人民医院儿童康复科将在9月20日起开设儿童康复病房，方便患儿康复，住院后可得到强化训练和治疗，起到更好地疗效。并在12月以前住院者将免费提供一个项目的治疗。,0.000383632
2235,主治医师,小儿外科,咸阳,1,65,"13,060",5,11,1,1,0,,0.000842266
2241,主治医师,儿科,沈阳,0,230,"39,527",0,29,1,0,1,,0.000733676
2244,副主任医师,儿科,达州,1,0,"10,386",0,1,0,0,0,,9.62835E-05
2250,副主任医师 副教授,小儿内科,潍坊,1,0,"20,286",0,2,3,0,0,,9.85902E-05
2264,主任医师 教授,小儿外科,西安,1,961,"50,348",1,47,5,0,1,,0.000933503
2280,副主任医师,儿科,娄底,1,30,"1,953",0,5,0,0,0,解答婴幼儿医疗疑问                        很感谢好大夫在线为我建立个人网站，能更好与婴幼儿的家长沟通，在培育宝宝的生活中会遇到不少问题，我们可以共同探讨，我是一个照料孙宝宝的医生奶奶，结合近四十年的医疗经验能为大家解决一些疑问，我会很高兴。因时间关系，上网和回答问题会不及时，请原谅...！                                        展开 >>                 收起 <<,0.002560164
2334,主治医师,儿科,济宁,1,558,"76,065",7,34,1,0,0,,0.000446986
2361,住院医师,儿科,贵港,0,0,"9,070",0,0,2,0,0,,0
2393,副主任医师,儿科,北京,1,615,"13,222",0,63,2,0,1,,0.004764786
2457,主任医师 教授,小儿外科,济南,1,450,"64,512",0,28,2,0,1,,0.000434028
2463,住院医师,儿科,潍坊,0,0,"6,857",0,0,0,0,0,,0
2482,主治医师,小儿外科,蚌埠,1,200,"5,623",0,0,1,0,0,,0
2491,主任医师,儿童保健所,上海,1,85505,"7,996,009",24,7037,19,21,115,不看门诊了我还是乐意和大家分享育儿保健知识                        已经成了习惯，在家的日子或外出回到家时，就要看看宝宝们好吗?宝爸宝妈有事找我吗?很多问题我不能完全为你们解惑释疑，但希望有所帮助启发。事实上，养育孩子的法宝在你们做父母的心中，我只是倾听者，和您探讨交流育儿心得过程中，我同样从你们的倾诉中获...得智慧和灵感以及促使我不断学习的动力，谢谢各位家长！                                        展开 >>,0.000880064
2501,副主任医师 副教授,儿科,上海,1,585,"239,645",2,80,1,1,2,,0.000333827
2502,住院医师,小儿心内科,北京,1,0,"34,160",0,6,0,0,0,,0.000175644
2515,副主任医师,儿童口腔科,天津,1,0,"2,886",0,0,8,0,0,,0
2525,副主任医师 副教授,儿科,鞍山,1,0,"6,696",0,0,0,0,1,,0
2540,副主任医师 副教授,小儿外科,郑州,0,5,"2,319",0,2,8,2,0,,0.000862441
2547,主任医师,小儿泌尿科,武汉,1,34470,"2,628,880",8,3322,67,24,87,欢迎咨询 为您解答                        住院提示：★，请学龄前儿童尽量9月就诊，避开暑期高峰。8月份住院已近约满。流程：泌尿外科门诊就诊-办理住院手续-住院部病房预约住院  欢迎各位家长朋友咨询孩子有关泌尿生殖系统的问题，虽然不能面面俱到，但也可以给您指导治疗的方向，特别希...望为你们的家庭带来欢笑，为家长解除心中的阴霾，为患儿解除病痛！回答可能言辞简易，但都是个人斟酌后的指导意见，希望对您和孩子有所专业帮助！现在就诊可预约寒假手术。床位提示：★ 科室床位紧张，预约时间2月左右,0.001263656
2559,主任医师 教授,儿科,西安,1,1690,"192,564",40,92,6,2,6,但愿人间无疾苦 宁愿架上药生尘                        时间调整为 周一、三、五上午高新医院国际部儿科诊室门诊儿童处于生长发育阶段，是成人的基础，不少成人的躯体疾病、心理异常、性格行为等问题，都与儿童时期身心健康有关，然而在儿童时期，小儿缺乏自卫能力，其健康易受营养、疾病、外界环境的各种因素...影响，是最易受伤害的人群，因此，要保证儿童身心健康，防治各种疾病，需要全社会、家长和医护人员的共同关注，早发现、早诊断、早治疗，促进儿童健康成长。希望大家在咨询问题时，将详细的病情和相关的化,0.000477763
2603,主任医师,儿内科,厦门,1,215,"9,261",0,1,0,0,0,,0.00010798
2618,主治医师,儿内科,烟台,0,0,835,0,0,0,0,0,,0
2623,主治医师,儿童神经康复科,广州,1,5,"22,675",1,7,3,0,0,,0.00030871
2631,主任医师,小儿心外科,北京,1,17445,"461,145",9,937,37,19,206,,0.002031899
2636,主任医师 教授,儿科,北京,1,2675,"176,539",8,295,6,6,3,欢迎词                        楊奶奶祝愿过敏性紫癜、过敏性鼻炎…患过敏症的孩子们早日康复、健康成长！,0.001671019
2682,主任医师 教授,小儿消化科,上海,1,300,"45,283",0,15,10,0,1,,0.00033125
2702,主治医师 讲师,小儿泌尿外科,沈阳,1,250,"18,467",0,5,1,0,1,,0.000270753
2713,副主任医师,儿保科,唐山,1,590,"46,335",4,52,0,0,0,唐山妇幼保健院儿保科生长发育门诊将办“矮小排查”义...                        唐山妇幼保健院将举办以“科学诊断、综合治疗、快乐成长”为主题的青少年生长发育义诊活动。医院将免费身高体重测量及未来身高预测，并为身高低于-2SD的前50名儿童免费骨龄测评（拍片自费）和未来身高预测。欢迎广大深受身高问题困扰的青少年及家长积极...前来参加。请提前电话预约。报名预约电话：0315-3726731活动地点：唐山妇幼保健院儿保科生长发育门诊活动时间：2013年8月12日——2013年8月17日,0.001122262
2745,主治医师,儿科,随州,0,0,"1,021",0,0,0,0,0,,0
2751,主任医师 教授,小儿神经内科,北京,1,230,"1,068,772",4,1066,86,44,5,,0.000997406
2757,主治医师 讲师,儿科,南京,1,215,"14,676",0,3,5,0,0,,0.000204415
2826,主治医师,小儿外科,青岛,1,1910,"101,410",7,98,0,0,3,,0.000966374
2830,主治医师,儿科,潍坊,1,10,"84,825",5,31,2,0,1,选择我，选择放心！O(∩_∩)O                        真诚为患者服务！得到大家认可，是我最大的心愿！,0.000365458
2926,副主任医师,儿童普外科,成都,1,1550,"78,878",1,75,2,0,3,为了你的健康，我愿竭尽所能！                        各位小朋友：我是胡显良博士，专长为儿童肿瘤的诊治，愿意为所有实体性肿瘤患儿服务。欢迎网上咨询！,0.000950835
2927,副主任医师,儿科,北京,1,0,"13,651",0,0,1,0,1,,0
2934,主治医师,小儿科,成都,0,0,"1,465",0,0,0,0,0,,0
2961,主任医师 教授,新生儿科,广州,1,375,"124,610",5,24,1,0,3,我是艺术家                        作为一个儿科医生，当然也是一个“艺术家”，我很想为你分忧，聆听你的倾述，给你专业的指导意见，欢迎你！,0.000192601
3021,副主任医师,小儿科,济宁,1,506,"22,207",1,28,0,0,1,,0.001260864
3052,住院医师,儿科,鹤岗,0,200,"6,854",0,0,0,0,0,,0
3066,住院医师,儿科,上海,1,2515,"16,808",2,237,2,0,1,,0.014100428
3083,主治医师,小儿科,沧州,0,0,"1,150",0,0,0,0,0,,0
3091,住院医师,儿外科,福州,1,0,"9,291",0,1,2,0,1,,0.000107631
3100,主治医师,儿童普外科,成都,1,270,"17,129",0,7,0,0,0,,0.000408664
3138,主任医师 副教授,儿科,芜湖,1,3211,"265,170",40,231,4,1,9,淡看人生、善待生命                        每一位孩子都是我们的宝贝！希望所有的孩子都能够健康快乐的成长……,0.000871139
3184,住院医师,小儿心内科,北京,1,0,"30,045",0,8,0,0,1,,0.000266267
3188,副主任医师,小儿内科,上海,0,2185,"63,903",0,228,1,0,0,,0.003567908
3279,主治医师,儿科,北京,1,470,"278,079",17,59,2,0,1,"欢迎您                        尊敬的网友：欢迎您浏览我的好大夫个人网页！从走向医学殿堂伊始，成为一名优秀的好大夫是我的人生追求。虽年资不高，但我在坚持不懈的努力，并在繁忙的工作之余时常关注着国际相关医术新进展，不断的提高和完善自我。我会不断地通过发表文章的形式，把...过敏性疾病朋友普遍关注的问题给予阐述，提供咨询和帮助!您也可以通过提问的方式把您的疑问发给我！总之，有过敏性疾病烦恼的朋友，请到这里来，我会竭尽全力给您满意答复！愿通过我们的共同努力,战胜过敏,远离过敏!(特此声明:",0.00021217
3294,主任医师 教授,新生儿科,广州,1,260,"459,403",11,158,7,0,0,欢迎词                        为人父母虽然辛苦，但是在你满足宝宝的需求过程当中，你也同时得到宝宝对你完全的爱及信任。随着孩子一天天的长大，透过孩子的眼睛，你们将重新再认识发现这个世界。也只有你们 ─ 宝宝的父母，可以提供他无条件的爱，安全的环境，良好的保健，滋养他的自信...，教导他享受人生。                                        展开 >>                 收起 <<,0.000343925
3300,主治医师,小儿血液肿瘤科,上海,1,200,"10,504",0,1,4,0,0,,9.52018E-05
3310,副主任医师,小儿外科,保定,0,0,"2,362",0,0,0,0,0,,0
3322,副主任医师,儿科,盐城,1,240,"8,179",0,8,0,0,0,,0.000978115
3329,副主任医师,小儿科,绍兴,0,200,"7,363",0,0,0,0,0,,0
3331,住院医师,小儿心外科,北京,1,200,"9,034",0,0,2,0,0,,0
3385,主任医师,儿科,福州,1,0,"6,939",0,0,2,1,0,,0
3392,副主任医师 副教授,小儿外科,西安,1,10,"13,136",1,4,5,3,1,,0.000304507
3452,住院医师,普外、新生儿外科,深圳,0,0,"1,138",0,0,1,0,0,,0
3500,副主任医师,口腔儿童科,杭州,1,300,"43,938",0,21,3,1,1,,0.000477946
3501,主治医师,儿科,荆州,0,200,"8,407",0,0,0,0,0,,0
3504,主任医师 教授,小儿心内科,开封,1,590,"52,304",3,82,5,0,0,,0.001567758
3537,主治医师,中医儿科,铁岭,1,580,"65,036",5,34,0,0,0,让我们的宝宝更健康                        孩子是我们的希望，孩子的健康是我们的愿望，希望我们的交流能让妈妈安心，让宝宝健康快乐！,0.000522787
3609,副主任医师 副教授,儿科,青岛,1,0,"301,563",0,5,10,2,0,,1.65803E-05
3614,主任医师 教授,儿科,泸州,1,0,"9,820",0,0,0,0,1,,0
3618,主任医师 副教授,儿科,乌鲁木齐,1,200,"15,122",0,0,5,0,0,,0
3620,副主任医师,普外、新生儿外科,深圳,1,1035,"81,960",3,176,15,6,2,欢迎新老病友咨询！                        虽然网站开通将近4年，但一直疏于管理，又由于门诊时间有限，不利于患者咨询，因此重新开通网站，为医患沟通提供一条便捷通道。欢迎新老患儿咨询。,0.002147389
3661,主任医师,儿科,黄冈,1,85,"6,162",3,13,3,0,0,,0.002109705
3663,主任医师,儿科,天津,0,30437,"2,651,220",2,1861,3,4,4,为了您的宝宝健康成长愿助一份力                        愿为年轻的家长了解育儿知识及相关的小儿常见病，减少到医院的次数，避免在公共场所交叉感染提供方便。,0.000701941
3740,副主任医师,儿童保健科,安阳,0,100,"10,993",0,19,0,0,0,,0.001728373
3756,主任医师 教授,儿科,西宁,0,0,845,0,0,0,0,0,,0
3782,主任医师 教授,儿科,上海,1,0,"34,953",0,6,2,0,0,,0.000171659
3788,主任医师,儿外科,宁波,1,2215,"128,850",0,152,1,2,3,,0.001179666
3828,副主任医师 讲师,小儿科,成都,1,455,"74,769",0,34,2,0,0,,0.000454734
3847,主任医师,儿童保健科,郑州,1,9328,"520,149",0,847,11,1,1,欢迎词                        重要声明：本人利用业余时间和大家在网上交流，宗旨是本专业的问题尽量解释提示，因为未见到患儿所以无法进行诊断及处方治疗，欢迎家长带孩子就诊。感谢--大家对我个人网站的关注和支持，这也是我为你们工作的动力。关心儿童健康成长，是你、我共同心愿...！                                        展开 >>                 收起 <<,0.00162838
3875,主任医师 教授,儿科,长沙,1,830,"69,498",1,35,3,1,0,,0.000503612
3879,住院医师,普外、新生儿外科,深圳,0,290,"14,806",0,5,0,0,0,,0.000337701
