Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,IST
827,副主任医师,儿科,西安,1,610,"73,391",0,43,13,0,1,欢迎词                        +有问题尽量到门诊就诊 看到孩子结合临床及必要的检验才能做出较明确的诊断及准确的治疗 尤其是小儿腹泻原因不同 治疗方法也不同 谢谢理解！,0.000585903
857,主任医师,儿科,泰州,1,0,"26,118",0,3,1,1,0,,0.000114863
861,主治医师,小儿外科,西安,0,210,"9,152",0,2,4,1,0,,0.000218531
910,副主任医师 副教授,儿科,上海,1,370,"51,514",6,18,3,0,0,,0.00034942
937,主治医师,内儿科,廊坊,0,0,299,0,0,0,0,0,,0
948,住院医师,儿科,郑州,0,280,"22,793",1,4,3,1,0,,0.000175492
951,住院医师,小儿外科,重庆,0,0,"1,635",0,0,0,0,0,,0
960,住院医师,小儿急诊科,佛山,0,65,"12,878",0,11,1,0,0,,0.00085417
983,副主任医师,儿科,广州,1,35,"7,095",0,5,1,0,0,,0.000704722
999,副主任医师,小儿科,济宁,1,630,"64,074",0,51,6,1,3,,0.000795955
1013,主治医师 讲师,小儿外科,武汉,1,430,"21,104",0,63,0,0,0,,0.002985216
1026,副主任医师,新生儿科,沧州,0,0,740,0,0,0,0,0,,0
1037,主任医师 教授,心儿科,广州,1,240,"21,541",0,22,3,0,0,,0.001021308
1049,副主任医师,儿科,宜昌,1,200,"6,712",0,0,1,0,0,,0
1064,副主任医师,小儿外科,沈阳,1,10,"4,257",0,2,3,0,0,,0.000469814
1086,主治医师 讲师,小儿眼科,济南,1,3164,"253,803",0,379,1,0,0,,0.001493284
1106,主治医师,小儿骨科,成都,0,200,"3,240",0,0,1,0,1,,0
1110,副主任医师,儿内科,福州,1,460,"18,442",5,67,1,0,2,欢迎词                        希望能帮助到更多孩子解决生长发育的问题，成就孩子梦想的高度。,0.003633012
1126,主任医师 教授,儿保科,大同,1,275,"17,633",2,13,0,0,0,矮小门诊开诊通知                        我科现已开设矮小门诊，如果您对孩子的身高不满意或在儿童生长发育方面有疑问，可前来咨询。门诊时间为周三周六的上午，为确保您的就诊效率，咨询就诊前须知！,0.000737254
1191,住院医师,小儿骨科,合肥,0,0,"15,184",0,1,1,0,0,,6.59E-05
1215,住院医师,儿科,深圳,0,0,"3,462",0,0,0,0,0,,0
1280,主治医师,儿童普外科,成都,1,210,"7,216",0,2,2,0,0,,0.000277162
1297,主任医师,小儿科,天津,1,30,"4,129",0,5,2,0,0,欢迎词                        现在春天，春暖花开，是呼吸道过敏性疾病高发季节，许多过敏体质的小孩，会出现鼻痒、鼻塞、经常流涕，还有出现咳嗽或咳喘，最好发病早期带您的宝宝到医院诊治。平日要保持室内空气流通，不要到人群密集的场所。      我们在西医治疗的同时采用中药穴...位贴敷治疗气管炎、支气管炎，哮喘，咳嗽变异性哮喘、过敏性鼻炎，慢性咽炎，反复呼吸道感染等多种呼吸系统疾病。取得了较好的疗效。                                        展开 >,0.001210947
1307,住院医师,儿科,鹤岗,0,200,"6,593",0,0,0,0,0,,0
1332,住院医师,小儿外科,咸阳,0,35,"1,502",0,4,0,0,0,,0.002663116
1380,副主任医师,斜视弱视与小儿眼科,天津,1,4050,"260,419",2,570,15,8,0,,0.00218878
1400,副主任医师 副教授,儿外科,九江,1,5750,"375,242",14,582,5,0,8,,0.001550999
1409,住院医师 助教,儿童口腔科,重庆,1,481,"62,269",9,22,0,0,1,,0.000353306
1424,主任医师,儿科,杭州,1,15,"21,869",0,5,4,1,1,,0.000228634
1445,主任医师,口腔儿童预防科,上海,1,295,"140,927",3,68,46,13,1,"关爱孩子牙齿健康                        ""热心、耐心、爱心、细心”是我的追求，您孩子“健康的牙齿，甜美的微笑”是对我最大的褒奖。",0.000482519
1474,住院医师 讲师,儿科,景德镇,0,0,"26,251",0,3,1,0,0,关注儿童健康，关注祖国未来                        感谢各位同道的支持及病友的关注，祝愿全天下小朋友健健康康，快快乐乐的成长！zouyongzhoulove@163.com,0.000114281
1478,主任医师,新生儿科,临夏,1,200,"13,726",1,0,2,2,1,,0
1484,副主任医师 副教授,儿科,郑州,0,0,632,0,0,0,0,0,,0
1499,住院医师,儿科,郑州,1,0,131,0,0,0,0,0,,0
1500,主任医师,小儿骨科,宁波,1,260,"26,125",0,6,2,0,0,,0.000229665
1508,副主任医师,心儿科,广州,1,22722,"614,829",5,1152,33,17,162,儿童心脏病的交流平台                        欢迎儿童心脏病患者的咨询，希望通过好大夫的在线平台，提供心脏病诊治的相关信息。1、对于已经找我面诊过得患者（尤其是外地患者），不方便复诊或病情发生变化时，可直接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，可以通过在线咨询的...方式向我咨询有关先心病的相关问题，由于医院工作繁忙，可能不能及时给您回复，请理解。如果希望尽快与我沟通，可以申请电话咨询服务，我将尽量当天与您通话;3、 如果您想找我当面就诊，可直接通过预约转诊进行申,0.001873692
1511,主治医师,儿科,太原,1,270,"12,069",0,5,1,0,0,,0.000414285
1538,主任医师,儿科,北京,1,0,"21,513",0,3,3,0,1,,0.000139451
1546,住院医师,儿科,赣州,1,340,"34,518",3,11,1,0,0,,0.000318674
1569,住院医师,儿保科,唐山,0,0,"3,366",0,0,0,0,0,,0
1602,副主任医师 副教授,儿内科,开封,1,2085,"223,819",0,288,1,0,0,,0.001286754
1618,主任医师 教授,儿内科,泰安,1,0,"1,631",0,1,4,0,0,,0.000613121
1623,主任医师,小儿心内科,湖州,1,200,"5,884",0,0,1,0,0,欢迎词                        欢迎来到我的网站！希望能为你提供一些帮助！,0
1630,主治医师,小儿心脏外科,北京,0,380,"25,691",0,16,3,0,3,欢迎广大患友咨询有关心脏外科冠心病、风湿性瓣膜病、...                        可咨询有关心脏外科小儿先天性心脏病问题 手术及术后复查,0.000622786
1631,副主任医师,儿科,广州,1,0,"1,651",0,0,0,0,0,,0
1657,副主任医师 副教授,儿科,东莞,1,0,"1,693",0,0,0,0,0,,0
1699,副主任医师,儿科,济宁,0,260,"18,975",2,10,0,0,0,,0.000527009
1710,主治医师,儿童牙科,合肥,1,3901,"317,749",12,321,1,1,0,,0.001010231
1713,副主任医师,小儿神经内科,上海,1,0,"31,412",0,51,4,1,0,,0.001623583
1748,副主任医师,小儿心外科,北京,1,7310,"170,553",17,410,62,44,55,欢迎词                        您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！欢迎您来对孩子的病情向我咨询，我会针对孩子的病情，在12小时内给予回复，个别情况下会在24小时内给予回复，1860037291...4.希望我们的共同努力，尽可能减轻孩子们看病难的问题。咨询时请说明孩子的年龄、体重、详细症状及超声、胸片资料等，以便对孩子的病情作出及时准确的评估。我们为家庭贫困的孩子准备了爱佑基金。该基金是爱佑基金会与我们医院,0.002403945
1755,主治医师,小儿泌尿外科,上海,0,645,"25,221",4,88,9,1,1,,0.003489156
1772,副主任医师,小儿外科,安阳,1,15,"2,259",0,3,0,0,0,,0.001328021
1791,住院医师,小儿外科,安阳,0,0,"1,551",0,0,0,0,0,,0
1815,住院医师,小儿内科,上海,0,0,"3,150",0,0,0,0,0,,0
1824,副主任医师,儿科,盐城,0,0,"11,394",0,0,1,0,0,,0
1830,住院医师,儿科,青岛,0,85,"1,775",0,14,0,0,0,,0.007887324
1836,住院医师,小儿骨科,西安,1,300,"12,726",0,9,0,0,1,,0.000707214
1865,主治医师 讲师,儿内科,长春,1,220,"139,936",8,21,5,0,1,心声！                        作为医生我愿意治病救人，作为同事我愿意和你们学习探讨医学相关知识。   儿童是祖国的希望、未来，能为祖国的希望、未来服务，是我毕生的荣耀！,0.000150069
1876,主任医师,儿科,齐齐哈尔,1,0,"12,411",0,1,5,0,0,欢迎各位患者                        黑龙江省名中医金福厚教授独创中医药五联疗法治疗过敏性紫癜、紫癜肾、血小板减少紫癜黑龙江省名中医.黑龙江中医大学兼职教授.政府津贴获得者.齐齐哈尔紫癜研究室主任.齐齐哈尔中医医院主任医师金福厚教授，经历二十多年潜心研究，把博大精深的中...医医院理论和现代高科技完美结合，运用阴阳五行学说和现代免疫分子生物学结合，解决了医学界对顽固性过敏性紫癜，紫癜性肾炎肾病，难治性血小板减少紫癜，久治不愈的难题，使众多省内外久治不愈患者，获得康复，摆脱了西医长期使,8.06E-05
1898,主任医师 教授,普外、新生儿外科,上海,1,1475,"101,579",3,103,23,5,11,一切为了孩子                        一切为了孩子!,0.001013989
1904,主任医师 教授,小儿心血管科,长春,1,0,"19,429",0,0,4,0,0,,0
1941,主任医师 教授,儿科,石家庄,1,375,"72,415",2,73,7,1,1,,0.001008078
1961,住院医师,新生儿科,阳江,0,215,"16,308",1,1,1,0,0,欢迎词                        努力做一名合格的新生儿科医师...,6.13E-05
1986,主治医师,儿内科,上海,1,985,"90,602",21,164,1,0,0,嘉定中医儿科                        陈氏儿科传人，中医儿科陶红工作室成员，师从嘉定儿科名医陶红医师。擅长中西医结合治疗反复呼吸道感染、急慢性支气管炎、哮喘、厌食、盗汗、性早熟等。,0.001810115
1991,副主任医师,中医儿科,成都,1,0,"91,175",1,17,3,0,0,,0.000186455
2010,副主任医师 副教授,小儿外科,郑州,1,806,"75,896",3,41,2,0,3,欢迎咨询                        竭诚为患者朋友服务,0.000540213
2014,副主任医师,小儿泌尿外科,上海,1,9860,"1,355,726",18,1523,93,49,46,欢迎咨询                        本人于2013年10月13日上午九点至11点在新华医院便民服务中心义诊，无需特殊检查或检查较完备的疾病患儿可前来咨询，谢谢！大家好！我们小儿泌尿外科专业尽一切可能为病家提供方便，比如每天都能有泌尿外科医生出诊（普通门诊、专家门诊或特需...门诊）；在特别忙的时间段内开展周六手术，解决住院难等。但专家门诊挂号还是非常困难，如您孩子的确病情急或外地来上海，请等在后面，我们会给你孩子看的，但不能插队。敬请谅解。鼓励大家看小儿泌尿专科门诊（周二下午、周三上午,0.001123383
2017,主治医师,小儿外科,广州,1,0,283,0,1,4,2,0,"满意的笑容即是最大的鼓励                        专注:1.药物注射治疗及微创手术治疗痔疮等肛肠疾病;2.腹腔镜微创治疗小儿疝气及鞘膜积液;3.微创手术治疗男性精索静脉曲张,隐睾,性功能障碍,前列腺增生,包茎及包皮过长等男性生殖系统疾病;4.微创手术治疗膀胱结石,输尿管中下段结石,排尿异常...等泌尿系统疾病.                                        展开 >>                 收起 <<",0.003533569
2024,主任医师 教授,儿童保健科,成都,1,200,"27,560",0,3,19,6,0,,0.000108853
2025,副主任医师,儿科,佳木斯,1,220,"26,372",8,1,2,0,0,,3.79E-05
2028,主治医师,小儿外科,南充,0,5,"1,162",0,1,0,0,0,,0.000860585
2030,主治医师,新生儿科,济宁,1,945,"64,869",0,151,5,0,0,大家好                        欢迎进入我的网站，能为你服务是我的荣幸，祝宝宝早日康复，快乐幸福！！因为工作比较繁忙，可能无法及时回复大家的信息，如果大家能等待的，我会尽量抽时间来回复，如果不能等待的，建议及时就诊，不要延误病情，对于给大家造成的困扰非常抱歉！！请大家理...解，谅解！！                                        展开 >>                 收起 <<,0.002327768
2132,副主任医师,儿外科,兰州,1,0,981,0,0,1,0,0,,0
2152,主任医师 教授,儿科综合,辽阳,1,1495,"140,856",16,87,2,1,4,欢迎词                        用我的真心换你的笑容！关注孩子的身高，关注孩子的未来！,0.000617652
2160,主治医师,儿外科,连云港,1,230,"10,308",3,1,3,0,1,,9.70E-05
2162,主治医师 讲师,小儿外科,西安,1,425,"25,250",0,31,6,3,2,,0.001227723
2185,主任医师 副教授,小儿心脏外科,北京,1,310,"56,634",0,53,49,19,4,阜外医院16病区                        欢迎广大先天性心脏病患者及家属咨询和到阜外心血管病医院就诊，我定将竭力为您和您的家人服务，祝福所有先心病患者！,0.000935834
2206,主任医师 副教授,新生儿科,广州,1,13275,"795,813",7,1092,15,10,71,,0.001372182
2208,主任医师,新生儿科,上海,1,60,"4,475",2,9,2,0,0,心血浇灌柔弱的花朵 爱心抚育如花的生命                        十月怀胎孕育你 一朝分娩生下你 今生今世爱护你 这是母亲的大爱如果孕期胎儿有发育异常 我可以为您做发育异常胎儿的产前咨询 解除您的焦虑是我愿意做的初为人父母 新生的宝宝让您感到手忙脚乱 我可以为您做新生儿营养 发育 睡眠 早教及疾病诊治...等方面指导 您的宝宝健康聪明是我希望看到的                                        展开 >>                 收起 <<,0.002011173
2210,主任医师,小儿外科,荆州,1,0,"2,804",0,0,2,0,0,,0
2227,主任医师,儿童保健康复科,无锡,1,300,"21,563",0,9,5,0,1,欢迎词                        无锡市人民医院儿童康复科将在9月20日起开设儿童康复病房，方便患儿康复，住院后可得到强化训练和治疗，起到更好地疗效。并在12月以前住院者将免费提供一个项目的治疗。,0.000417382
2235,主治医师,小儿外科,咸阳,1,65,"8,939",5,11,1,1,0,,0.001230563
2241,主治医师,儿科,沈阳,0,210,"32,142",0,26,1,0,1,,0.00080891
2244,副主任医师,儿科,达州,1,0,"9,893",0,1,0,0,0,,0.000101082
2250,副主任医师 副教授,小儿内科,潍坊,1,0,"19,114",0,2,3,0,0,,0.000104635
2264,主任医师 教授,小儿外科,西安,1,961,"44,405",1,47,5,0,1,,0.001058439
2280,副主任医师,儿科,娄底,1,30,"1,233",0,5,0,0,0,解答婴幼儿医疗疑问                        很感谢好大夫在线为我建立个人网站，能更好与婴幼儿的家长沟通，在培育宝宝的生活中会遇到不少问题，我们可以共同探讨，我是一个照料孙宝宝的医生奶奶，结合近四十年的医疗经验能为大家解决一些疑问，我会很高兴。因时间关系，上网和回答问题会不及时，请原谅...！                                        展开 >>                 收起 <<,0.00405515
2334,主治医师,儿科,济宁,1,558,"68,866",7,34,1,0,0,,0.000493712
2361,住院医师,儿科,贵港,0,0,"8,434",0,0,1,0,0,,0
2393,副主任医师,儿科,北京,1,460,"6,034",0,54,1,0,0,,0.008949287
2457,主任医师 教授,小儿外科,济南,1,450,"57,430",0,28,2,0,1,,0.00048755
2463,住院医师,儿科,潍坊,0,0,"6,370",0,0,0,0,0,,0
2482,主治医师,小儿外科,蚌埠,1,200,"5,017",0,0,0,0,0,,0
2491,主任医师,儿童保健所,上海,1,80840,"7,151,281",23,6546,18,19,112,明年我不再出门诊                        无论什么样的语言也表达不了我对你们感恩的心，感谢广大家长的信任，使我坚守这个与你们交流沟通的阵地。长期以来和你们一起探讨宝宝的营养和生长问题，也使我得益匪浅。对我长期致力于儿童保健营养工作岗位的一位普通医生，虽然不能完全解决家长育儿的所有困...惑，但能够有机会把一生所学奉献大家，完成我此生关爱孩子的使命，是无限快乐和幸福的。以后虽然没有机会多交流了，我想以后会创造其他机会把我的保健知识和各位家长共同分享。辞旧迎新之际衷心祝愿宝宝幸福成长！祝,0.00091536
2501,副主任医师 副教授,儿科,上海,1,585,"219,873",2,80,1,1,2,,0.000363846
2502,住院医师,小儿心内科,北京,1,0,"32,166",0,6,0,0,0,,0.000186532
2515,主治医师,儿童口腔科,天津,1,0,"1,532",0,0,8,0,0,,0
2525,副主任医师 副教授,儿科,鞍山,1,0,"6,351",0,0,0,0,1,,0
2540,副主任医师 副教授,小儿外科,郑州,0,5,"1,447",0,2,1,0,0,,0.00138217
2547,主任医师,小儿泌尿科,武汉,1,33470,"2,355,855",7,3214,67,24,87,欢迎咨询 为您解答                        住院提示：★★★欢迎各位家长朋友咨询孩子有关泌尿生殖系统的问题，虽然不能面面俱到，但也可以给您指导治疗的方向，特别希望为你们的家庭带来欢笑，为家长解除心中的阴霾，为患儿解除病痛！回答可能言辞简易，但都是个人斟酌后的指导意见，希望对您和孩子有...所专业帮助！现在就诊可预约寒假手术。床位提示：★ 科室床位紧张，预约时间1~2月左右★★ 科室近期可安排★★★ 科室可尽快安排,0.001364261
2559,主任医师 教授,儿科,西安,1,1690,"166,628",40,92,6,2,6,但愿人间无疾苦 宁愿架上药生尘                        时间调整为 周一、三、五上午高新医院国际部儿科诊室门诊儿童处于生长发育阶段，是成人的基础，不少成人的躯体疾病、心理异常、性格行为等问题，都与儿童时期身心健康有关，然而在儿童时期，小儿缺乏自卫能力，其健康易受营养、疾病、外界环境的各种因素...影响，是最易受伤害的人群，因此，要保证儿童身心健康，防治各种疾病，需要全社会、家长和医护人员的共同关注，早发现、早诊断、早治疗，促进儿童健康成长。希望大家在咨询问题时，将详细的病情和相关的化,0.000552128
2603,主任医师,儿内科,厦门,1,215,"8,310",0,1,0,0,0,,0.000120337
2618,主治医师,儿内科,烟台,0,0,214,0,0,0,0,0,,0
2623,主治医师,儿童神经康复科,广州,1,0,"20,847",1,0,2,0,0,,0
2631,主任医师,小儿心外科,北京,1,17010,"411,718",9,831,37,19,206,,0.002018372
2636,主任医师 教授,儿科,北京,1,2350,"133,702",8,250,6,6,3,欢迎词                        楊奶奶祝愿过敏性紫癜、过敏性鼻炎…患过敏症的孩子们早日康复、健康成长！,0.00186983
2682,主任医师 教授,小儿消化科,上海,1,300,"41,177",0,11,10,0,1,,0.000267139
2702,主治医师 讲师,小儿泌尿外科,沈阳,1,250,"16,925",0,5,1,0,1,,0.000295421
2713,主治医师,儿保科,唐山,1,535,"36,136",4,48,0,0,0,唐山妇幼保健院儿保科生长发育门诊将办“矮小排查”义...                        唐山妇幼保健院将举办以“科学诊断、综合治疗、快乐成长”为主题的青少年生长发育义诊活动。医院将免费身高体重测量及未来身高预测，并为身高低于-2SD的前50名儿童免费骨龄测评（拍片自费）和未来身高预测。欢迎广大深受身高问题困扰的青少年及家长积极...前来参加。请提前电话预约。报名预约电话：0315-3726731活动地点：唐山妇幼保健院儿保科生长发育门诊活动时间：2013年8月12日——2013年8月17日,0.001328315
2745,主治医师,儿科,随州,0,0,629,0,0,0,0,0,,0
2751,主任医师 教授,小儿神经内科,北京,1,230,"989,243",4,968,84,44,5,,0.000978526
2757,主治医师 讲师,儿科,南京,1,215,"13,761",0,2,5,0,0,,0.000145338
2826,主治医师,小儿外科,青岛,1,1910,"89,399",7,98,0,0,3,,0.001096209
2830,主治医师,儿科,潍坊,1,10,"79,777",5,31,2,0,1,选择我，选择放心！O(∩_∩)O                        真诚为患者服务！得到大家认可，是我最大的心愿！,0.000388583
2926,副主任医师,儿童普外科,成都,1,1545,"69,347",1,73,2,0,3,为了你的健康，我愿竭尽所能！                        各位小朋友：我是胡显良博士，专长为儿童肿瘤的诊治，愿意为所有实体性肿瘤患儿服务。欢迎网上咨询！,0.001052677
2927,副主任医师,儿科,北京,1,0,"12,917",0,0,1,0,1,,0
2934,主治医师,小儿科,成都,0,0,600,0,0,0,0,0,,0
2961,主任医师 教授,新生儿科,广州,1,375,"114,435",5,24,1,0,3,我是艺术家                        作为一个儿科医生，当然也是一个“艺术家”，我很想为你分忧，聆听你的倾述，给你专业的指导意见，欢迎你！,0.000209726
3021,主治医师,小儿科,济宁,1,451,"18,434",1,20,0,0,1,,0.001084952
3052,住院医师,儿科,鹤岗,0,200,"6,454",0,0,0,0,0,,0
3066,住院医师,儿科,上海,1,50,"1,095",0,7,0,0,0,,0.006392694
3083,主治医师,小儿科,沧州,0,0,689,0,0,0,0,0,,0
3091,住院医师,儿外科,福州,1,0,"8,707",0,0,1,0,1,,0
3100,主治医师,儿童普外科,成都,1,270,"15,698",0,7,0,0,0,,0.000445917
3138,主任医师 副教授,儿科,芜湖,1,3116,"214,827",39,219,4,1,9,淡看人生、善待生命                        每一位孩子都是我们的宝贝！希望所有的孩子都能够健康快乐的成长……,0.001019425
3184,住院医师,小儿心内科,北京,1,0,"28,331",0,8,0,0,1,,0.000282376
3188,副主任医师,小儿内科,上海,0,2185,"48,118",0,225,1,0,0,,0.004676005
3279,主治医师,儿科,北京,1,470,"261,930",17,58,2,0,1,"欢迎您                        尊敬的网友：欢迎您浏览我的好大夫个人网页！从走向医学殿堂伊始，成为一名优秀的好大夫是我的人生追求。虽年资不高，但我在坚持不懈的努力，并在繁忙的工作之余时常关注着国际相关医术新进展，不断的提高和完善自我。我会不断地通过发表文章的形式，把...过敏性疾病朋友普遍关注的问题给予阐述，提供咨询和帮助!您也可以通过提问的方式把您的疑问发给我！总之，有过敏性疾病烦恼的朋友，请到这里来，我会竭尽全力给您满意答复！愿通过我们的共同努力,战胜过敏,远离过敏!(特此声明:",0.000221433
3294,主任医师 教授,新生儿科,广州,1,260,"425,021",11,156,7,0,0,欢迎词                        为人父母虽然辛苦，但是在你满足宝宝的需求过程当中，你也同时得到宝宝对你完全的爱及信任。随着孩子一天天的长大，透过孩子的眼睛，你们将重新再认识发现这个世界。也只有你们 ─ 宝宝的父母，可以提供他无条件的爱，安全的环境，良好的保健，滋养他的自信...，教导他享受人生。                                        展开 >>                 收起 <<,0.000367041
3300,主治医师,小儿血液肿瘤科,上海,1,200,"9,412",0,1,4,0,0,,0.000106247
3310,副主任医师,小儿外科,保定,0,0,"1,788",0,0,0,0,0,,0
3322,副主任医师,儿科,盐城,1,240,"7,133",0,8,0,0,0,,0.001121548
3329,副主任医师,小儿科,绍兴,0,200,"6,920",0,0,0,0,0,,0
3331,住院医师,小儿心外科,北京,1,200,"8,317",0,0,2,0,0,,0
3385,主任医师,儿科,福州,1,0,"6,369",0,0,2,1,0,,0
3392,副主任医师 副教授,小儿外科,西安,1,0,"11,393",1,2,5,3,1,,0.000175546
3452,住院医师,普外、新生儿外科,深圳,0,0,570,0,0,0,0,0,,0
3500,副主任医师,口腔儿童科,杭州,1,300,"38,590",0,21,3,1,1,,0.000544182
3501,主治医师,儿科,荆州,0,200,"7,865",0,0,0,0,0,,0
3504,主任医师 教授,小儿心内科,开封,1,590,"42,359",3,82,5,0,0,,0.001935834
3537,主治医师,中医儿科,铁岭,1,580,"57,168",5,34,0,0,0,让我们的宝宝更健康                        孩子是我们的希望，孩子的健康是我们的愿望，希望我们的交流能让妈妈安心，让宝宝健康快乐！,0.000594738
3609,副主任医师 副教授,儿科,青岛,1,0,"300,612",0,4,10,2,0,,1.33E-05
3614,主任医师 教授,儿科,泸州,1,0,"9,255",0,0,0,0,1,,0
3618,主任医师 副教授,儿科,乌鲁木齐,1,200,"14,464",0,0,5,0,0,,0
3620,副主任医师,普外、新生儿外科,深圳,1,1010,"64,439",3,171,14,6,2,欢迎新老病友咨询！                        虽然网站开通将近4年，但一直疏于管理，又由于门诊时间有限，不利于患者咨询，因此重新开通网站，为医患沟通提供一条便捷通道。欢迎新老患儿咨询。,0.002653672
3661,主任医师,儿科,黄冈,1,85,"3,254",3,13,3,0,0,,0.003995083
3663,主任医师,儿科,天津,0,30437,"2,459,323",2,1861,3,4,4,为了您的宝宝健康成长愿助一份力                        愿为年轻的家长了解育儿知识及相关的小儿常见病，减少到医院的次数，避免在公共场所交叉感染提供方便。,0.000756712
3740,副主任医师,儿童保健科,安阳,0,100,"8,906",0,19,0,0,0,,0.002133393
3756,主任医师 教授,儿科,西宁,0,0,495,0,0,0,0,0,,0
3782,主任医师 教授,儿科,上海,1,0,"33,221",0,6,2,0,0,,0.000180609
3788,副主任医师,儿外科,宁波,1,2150,"114,216",0,142,1,2,3,,0.001243258
3828,副主任医师 讲师,小儿科,成都,1,455,"66,777",0,34,2,0,0,,0.000509157
3847,主任医师,儿童保健科,郑州,1,9178,"435,580",0,823,11,1,1,欢迎词                        重要声明：本人利用业余时间和大家在网上交流，宗旨是本专业的问题尽量解释提示，因为未见到患儿所以无法进行诊断及处方治疗，欢迎家长带孩子就诊。感谢--大家对我个人网站的关注和支持，这也是我为你们工作的动力。关心儿童健康成长，是你、我共同心愿...！                                        展开 >>                 收起 <<,0.001889435
3875,主任医师 教授,儿科,长沙,1,830,"62,992",1,34,3,1,0,,0.000539751
3879,住院医师,普外、新生儿外科,深圳,0,290,"13,571",0,5,0,0,0,,0.000368433
