,医生职称,医生所在城市,医生有无简介,总文章数,医生欢迎词,IST0_1erke,log(IST),患者满意度,城市等级,欢迎词字数,字数平方,profession_encoding,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5
41,副主任医师,天津,1,19,斜视治疗是一门医术，更是一门艺术                        与家长分享斜视的国际治疗理念将患儿当做自己的孩子一样治疗,0.173965092,0.16038698672192536,8.559536099442793,二线城市,68.0,4624.0,4,0,1,0,0,0,1,0
42,主治医师,成都,1,1,0,0.172976963,0.1595449300922939,-10.097708035728196,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
43,副主任医师,南阳,1,1,0,0.166631112,0.15412020393430154,-9.717605794742653,其他,0.0,0.0,4,0,0,0,0,0,1,0
44,副主任医师,北京,1,17,欢迎词                        您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！欢迎您来对孩子的病情向我咨询，我会针对孩子的病情，在12小时内给予回复，个别情况下会在24小时内给予回复，1860037291...4.希望我们的共同努力，尽可能减轻孩子们看病难的问题。咨询时请说明孩子的年龄、体重、详细症状及超声、胸片资料等，以便对孩子的病情作出及时准确的评估。我们为家庭贫困的孩子准备了爱佑基金。该基金是爱佑基金会与我们医院,0.164875435,0.15261415855423838,63.69769717065488,一线城市,255.0,65025.0,4,1,0,0,0,0,1,0
45,主任医师 教授,济南,1,0,0,0.16372034,0.15162206271077472,34.74862521234841,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
46,主治医师,济宁,1,0,大家好                        欢迎进入我的网站，能为你服务是我的荣幸，祝宝宝早日康复，快乐幸福！！因为工作比较繁忙，可能无法及时回复大家的信息，如果大家能等待的，我会尽量抽时间来回复，如果不能等待的，建议及时就诊，不要延误病情，对于给大家造成的困扰非常抱歉！！请大家理...解，谅解！！                                        展开 >>                 收起 <<,0.15965083900000002,0.1481189589463524,-8.930355703977124,其他,222.0,49284.0,2,0,0,0,1,0,0,0
47,主治医师 讲师,北京,1,0,0,0.156924958,0.14576558698968625,-6.7470341098251065,一线城市,0.0,0.0,3,1,0,0,0,1,0,0
48,主治医师,郑州,0,3,0,0.151245176,0.1408441183505875,-8.957401312771571,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
49,副主任医师,天津,1,2,0,0.150118304,0.1398648101275683,-5.422596843392372,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
50,主任医师,深圳,1,4,0,0.146421652,0.13664548430392245,-5.058015914040213,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
51,副主任医师,安阳,0,0,0,0.146319554,0.13655642235502016,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
52,主治医师,北京,1,13,我的微博：http://weibo.com/lixiaofengyisheng                        ■提供胎儿心脏评估及出生后各种先心病手术治疗及微创手术的一站式咨询和服务。以爱心护心，用真心守护。■您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！我的微博：http://w...eibo.com/lixiaofengyisheng■家庭贫困的孩子，来就诊住院的时候携带家庭贫困证明等材料，我帮助孩子们申请爱心基金救助。,0.145669513,0.13598919363060044,464.36536497349647,一线城市,255.0,65025.0,2,1,0,0,1,0,0,0
53,主任医师 副教授,天津,1,1,欢迎词                        欢迎患者使用医指通预约挂号医指通网站预约:www.eztcn.com市内电话预约：400-6511-800异地患者专线：022-26690818,0.139521993,0.13060887008777392,154.6091517946721,二线城市,99.0,9801.0,5,0,1,0,0,0,0,1
54,主任医师,北京,1,9,0,0.138430768,0.12965079483515865,199.34303513721687,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
55,主任医师,上海,1,2,心血浇灌柔弱的花朵 爱心抚育如花的生命                        十月怀胎孕育你 一朝分娩生下你 今生今世爱护你 这是母亲的大爱如果孕期胎儿有发育异常 我可以为您做发育异常胎儿的产前咨询 解除您的焦虑是我愿意做的初为人父母 新生的宝宝让您感到手忙脚乱 我可以为您做新生儿营养 发育 睡眠 早教及疾病诊治...等方面指导 您的宝宝健康聪明是我希望看到的                                        展开 >>                 收起 <<,0.137937049,0.12921701695088658,-9.630767103027763,一线城市,252.0,63504.0,4,1,0,0,0,0,1,0
56,主任医师 教授,开封,1,3,0,0.132769895,0.12466586786265155,-8.930355703977124,其他,0.0,0.0,5,0,0,0,0,0,0,1
57,主任医师 教授,天津,1,0,欢迎辞                        热忱欢迎各位患者前来就医，我愿以良好的医德、竭尽所能为您诊治。,0.132618501,0.1245322095456118,9.282241812573064,二线城市,58.0,3364.0,5,0,1,0,0,0,0,1
58,住院医师 助教,南京,1,0,0,0.129859571,0.1220933515503366,-2.3381408579654948,二线城市,0.0,0.0,1,0,1,1,0,0,0,0
59,主任医师,郑州,1,0,欢迎词                        重要声明：本人利用业余时间和大家在网上交流，宗旨是本专业的问题尽量解释提示，因为未见到患儿所以无法进行诊断及处方治疗，欢迎家长带孩子就诊。感谢--大家对我个人网站的关注和支持，这也是我为你们工作的动力。关心儿童健康成长，是你、我共同心愿...！                                        展开 >>                 收起 <<,0.129587575,0.12185258822750747,-6.4216568001729595,二线城市,216.0,46656.0,4,0,1,0,0,0,1,0
60,副主任医师,广州,1,5,儿童心脏病的交流平台                        欢迎儿童心脏病患者的咨询，希望通过好大夫的在线平台，提供心脏病诊治的相关信息。1、对于已经找我面诊过得患者（尤其是外地患者），不方便复诊或病情发生变化时，可直接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，可以通过在线咨询的...方式向我咨询有关先心病的相关问题，由于医院工作繁忙，可能不能及时给您回复，请理解。如果希望尽快与我沟通，可以申请电话咨询服务，我将尽量当天与您通话;3、 如果您想找我当面就诊，可直接通过预约转诊进行申,0.128507831,0.1208962565513322,155.82113915557306,一线城市,255.0,65025.0,4,1,0,0,0,0,1,0
61,主任医师 教授,北京,1,8,欢迎词                        楊奶奶祝愿过敏性紫癜、过敏性鼻炎…患过敏症的孩子们早日康复、健康成长！,0.128242969,0.12066152793068335,-4.9333615966122855,一线城市,62.0,3844.0,5,1,0,0,0,0,0,1
62,主治医师,上海,1,21,嘉定中医儿科                        陈氏儿科传人，中医儿科陶红工作室成员，师从嘉定儿科名医陶红医师。擅长中西医结合治疗反复呼吸道感染、急慢性支气管炎、哮喘、厌食、盗汗、性早熟等。,0.12414737,0.11702485497670335,-9.864237569377982,一线城市,101.0,10201.0,2,1,0,0,1,0,0,0
63,副主任医师,太原,1,5,欢迎                        欢迎各位访问我的网站，我将尽我所能给您带来满意的答复。,0.117574712,0.11116090164663787,3.1907865105025754,二线城市,53.0,2809.0,4,0,1,0,0,0,1,0
64,主任医师 教授,北京,1,8,各位先心病患儿家长：您好，欢迎来到我的个人网站！                        我的服务宗旨是：让更多的先心病患儿获得适宜的诊断和处理——需要治疗的得到及时有效的治疗，可以不治疗的一定要避免不必要的处理。为了节省病人，尤其是京外病人家长的时间精力和就诊费用，建议可以先通过好大夫网站我的网页咨询或通过好大夫在线电话咨询希...望解决的问题（热线电话：4006 606 120）。通过对话交流，选择合适的时机再来医院就诊（有一些患儿并不需要立即来医院看病）。如的确需要来医院就诊，可采取转诊预约，,0.117303343,0.11091805260104763,138.86609596321665,一线城市,255.0,65025.0,5,1,0,0,0,0,0,1
65,副主任医师,北京,1,3,治病救人，医者仁心                        阜外心血管病医院是我国最大的心血管病诊治中心，外科年手术例数超过1万例。作为国家心脏中心，在中国心血管疾病的预防、治疗、科研和教学工作中发挥核心作用。    我院小儿外科中心是国内最大的先心病外科中心，年手术量3000例左右。各种先心病手...术成功率高。    希望在网上平台为更多患儿提供帮助！                                        展开 >>                 收起 <<,0.116728455,0.11040338847388136,47.09310159000422,一线城市,249.0,62001.0,4,1,0,0,0,0,1,0
66,副主任医师,上海,1,0,0,0.111354058,0.10557914395691796,-9.01719439569201,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
67,住院医师,合肥,0,0,0,0.108757765,0.10324025799931576,-9.630767103027763,二线城市,0.0,0.0,0,0,1,0,0,0,0,0
68,副主任医师 副教授,九江,1,14,0,0.10637584,0.10108966454286024,-1.2404010554366984,其他,0.0,0.0,5,0,0,0,0,0,0,1
69,主治医师,北京,0,6,欢迎词                        有时是治愈，常常是安慰，总是去帮助。用我的业余时间告诉您在医院里的医生无暇告诉您的事情。,0.106305237,0.10102584784486623,-8.902993238310428,一线城市,71.0,5041.0,2,1,0,0,1,0,0,0
70,主治医师 讲师,北京,1,2,八一儿外科，儿外科精品                        北京军区总医院附属八一儿童医院小儿泌尿外科，腹腔镜微创治疗为特色。,0.106259318,0.10098434035537596,35.888931935305024,一线城市,68.0,4624.0,3,1,0,0,0,1,0,0
71,副主任医师 讲师,南京,1,0,呵护宝宝的健康                        每位宝宝都能健康茁壮的成长，是我最欣慰的事情。,0.103354138,0.09835475673643956,-9.630767103027763,二线城市,54.0,2916.0,5,0,1,0,0,0,0,1
72,主任医师 教授,上海,1,8,0,0.102618933,0.09768819825765658,575.6120707785551,一线城市,0.0,0.0,5,1,0,0,0,0,0,1
73,主治医师 讲师,济南,1,0,0,0.102417441,0.09750544208824673,-9.864237569377982,二线城市,0.0,0.0,3,0,1,0,0,1,0,0
74,副主任医师 副教授,西安,1,30,祝福大家，祝福天下所有的孩子和父母                        每一位患者顺利康复都能给我带来一丝慰藉，心中都有一块石头轻轻落地，愿天下的孩子都能健康成长，愿天下的父母都能心情愉快，谢谢大家对我的信任，我将继续不遗余力地去帮助每一位需要我的患儿和他们的父母，努力提高自己的医疗技术，减少他们的痛苦，在充满...诱惑纷繁复杂的社会中净化自己的灵魂。祝福大家，祝福天下所有的孩子和父母。                                        展开 >>,0.101218673,0.0964174510985956,46.71161135503172,二线城市,245.0,60025.0,5,0,1,0,0,0,0,1
75,副主任医师 副教授,武汉,1,3,0,0.100328161,0.0956084634951394,6.959061446231992,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
76,主任医师 教授,济南,1,0,健康一生                        孩子是祖国的花朵，让我们为每一朵花献出爱心，欢迎大家与我共同探讨小儿外科疾病的治疗。,0.097879288,0.09338039897448966,-0.4207203474174236,二线城市,70.0,4900.0,5,0,1,0,0,0,0,1
77,副主任医师 副教授,上海,1,4,欢迎来到上海儿童医院儿童保健所咨询张金凤医生                        感谢您对我的信任，我愿尽我所能解答您的问题，希望能对您有所帮助。,0.097688907,0.09320697598456774,-8.902993238310428,一线城市,78.0,6084.0,5,1,0,0,0,0,0,1
78,副主任医师,荆州,1,0,0,0.096440636,0.0920691478753246,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
79,主任医师 教授,上海,1,7,0,0.095007097,0.09076084452599956,629.9680499105888,一线城市,0.0,0.0,5,1,0,0,0,0,0,1
80,副主任医师 副教授,郑州,0,0,0,0.094796636,0.09056862547232236,-9.864237569377982,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
81,主治医师,郑州,0,25,爱宝宝                        用爱心为宝宝服务。郑州大学第五附属医院,0.094725279,0.09050344503312567,43.06906187384494,二线城市,46.0,2116.0,2,0,1,0,1,0,0,0
82,主任医师 副教授,广州,1,7,0,0.094111581,0.08994269240025826,63.11901421167457,一线城市,0.0,0.0,5,1,0,0,0,0,0,1
83,主任医师,武汉,1,7,欢迎咨询 为您解答                        住院提示：★★★欢迎各位家长朋友咨询孩子有关泌尿生殖系统的问题，虽然不能面面俱到，但也可以给您指导治疗的方向，特别希望为你们的家庭带来欢笑，为家长解除心中的阴霾，为患儿解除病痛！回答可能言辞简易，但都是个人斟酌后的指导意见，希望对您和孩子有...所专业帮助！现在就诊可预约寒假手术。床位提示：★ 科室床位紧张，预约时间1~2月左右★★ 科室近期可安排★★★ 科室可尽快安排,0.093568308,0.0894460264904975,92.69223260386116,二线城市,219.0,47961.0,4,0,1,0,0,0,1,0
84,主治医师 研究员,郑州,1,20,铸就“心”的完美                        希望我的努力能给您的孩子带去健康！孩子有什么问题可以在网站给我留言，我会尽快给您答复！,0.091823973,0.08784966744265194,-5.693566078583365,二线城市,75.0,5625.0,3,0,1,0,0,1,0,0
85,主任医师,深圳,1,0,0,0.091816799,0.08784309676482616,-4.352536363402523,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
86,主治医师 讲师,青岛,1,9,欢迎咨询问题，尽我所能去解除患儿的病痛                        经我最大的努力，给患儿祛除病痛,0.091313933,0.08738241339710784,-7.941748907242874,二线城市,58.0,3364.0,3,0,1,0,0,1,0,0
87,住院医师,聊城,1,3,欢迎词                        在我有限的时间里发挥无限的爱心与知识，竭尽所能为了孩子的健康和快乐奋斗、努力！,0.091308018,0.08737699331050301,-10.097708035728196,其他,66.0,4356.0,0,0,0,0,0,0,0,0
88,主治医师,唐山,1,4,唐山妇幼保健院儿保科生长发育门诊将办“矮小排查”义...                        唐山妇幼保健院将举办以“科学诊断、综合治疗、快乐成长”为主题的青少年生长发育义诊活动。医院将免费身高体重测量及未来身高预测，并为身高低于-2SD的前50名儿童免费骨龄测评（拍片自费）和未来身高预测。欢迎广大深受身高问题困扰的青少年及家长积极...前来参加。请提前电话预约。报名预约电话：0315-3726731活动地点：唐山妇幼保健院儿保科生长发育门诊活动时间：2013年8月12日——2013年8月17日,0.091102988,0.08718910019592511,-10.097708035728196,其他,255.0,65025.0,2,0,0,0,1,0,0,0
89,副主任医师,安阳,1,0,0,0.091082823,0.087170618726658,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
90,主任医师,上海,1,0,欢迎词                        康复一人，幸福全家。,0.090112248,0.08628067075550877,5.75421034564013,一线城市,37.0,1369.0,4,1,0,0,0,0,1,0
91,副主任医师 副教授,开封,1,0,0,0.088252496,0.08457319503826675,-9.864237569377982,其他,0.0,0.0,5,0,0,0,0,0,0,1
92,副主任医师,上海,1,11,0,0.08686511400000001,0.0832975102828582,67.07141969088009,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
93,副主任医师,温州,1,1,0,0.086213211,0.08269752912980348,14.030375235849615,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
94,副主任医师,北京,1,5,0,0.08558302400000001,0.08211719198073685,-6.215231942617189,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
95,副主任医师,宁波,1,0,0,0.08526933099999999,0.08182818752452782,-6.68724102690467,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
96,主治医师,哈尔滨,0,1,欢迎                        欢迎大家管理本网站，我将尽己所能，为您服务,0.08501147099999999,0.08159055928676638,-9.630767103027763,二线城市,47.0,2209.0,2,0,1,0,1,0,0,0
97,主治医师,咸阳,1,5,0,0.08439859300000001,0.0810255411498312,-9.717605794742653,其他,0.0,0.0,2,0,0,0,1,0,0,0
98,主治医师 讲师,西安,1,0,0,0.084203816,0.08084590748372862,-6.334501251585821,二线城市,0.0,0.0,3,0,1,0,0,1,0,0
99,副主任医师,临沂,0,5,欢迎词                        每周除了周四休息，其他时间都在儿保科矮小门诊坐诊,0.08415751099999999,0.08080319781220804,-9.630767103027763,其他,51.0,2601.0,4,0,0,0,0,0,1,0
100,主任医师 教授,武汉,1,0,0,0.083963685,0.0806244015337768,-1.9256079997261983,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
101,副主任医师,安阳,1,0,0,0.08319428200000001,0.07991434435839552,-9.163826170327335,其他,0.0,0.0,4,0,0,0,0,0,1,0
102,主任医师,天津,1,0,欢迎词                        现在春天，春暖花开，是呼吸道过敏性疾病高发季节，许多过敏体质的小孩，会出现鼻痒、鼻塞、经常流涕，还有出现咳嗽或咳喘，最好发病早期带您的宝宝到医院诊治。平日要保持室内空气流通，不要到人群密集的场所。      我们在西医治疗的同时采用中药穴...位贴敷治疗气管炎、支气管炎，哮喘，咳嗽变异性哮喘、过敏性鼻炎，慢性咽炎，反复呼吸道感染等多种呼吸系统疾病。取得了较好的疗效。                                        展开 >,0.08305324,0.07978412655201199,-9.630767103027763,二线城市,255.0,65025.0,4,0,1,0,0,0,1,0
103,主治医师,北京,0,2,老老实实做事，踏踏实实做人，一切从心开始                        清华大学第一附属医院心脏中心小儿科是由国内著名心脏外科专家吴清玉教授和国内著名的心律失常专家李小梅教授带领的团队。年手术量八百余台，主要以各种复杂先心病为主，同时药物以及射频消融治疗各种心律失常。,0.082094903,0.07889888729881665,-3.9775022740040304,一线城市,142.0,20164.0,2,1,0,0,1,0,0,0
104,主任医师 教授,成都,1,4,《儿童生长发育的常见影响因素》电视健康讲堂                        成都电视台《第一健康》栏目链接第一期（4月23日）：http://www.cdtv.cn/show-115-1692-1.html第二期（4月24日）：http://www.cdtv.cn/show-115-1700-1.html,0.081741231,0.07857199378077964,-4.3576045149895695,二线城市,160.0,25600.0,5,0,1,0,0,0,0,1
105,住院医师,杭州,1,1,欢迎大家咨询儿牙问题                        我会尽量抽时间回答大家的问题！,0.081574717,0.07841805047861633,-10.097708035728196,二线城市,49.0,2401.0,0,0,1,0,0,0,0,0
106,主任医师 教授,开封,1,3,开封市儿童医院                        :开封市儿童医院外科涵盖了小儿普外、心胸外科、新生儿外科、泌尿外科、骨科等专业，现拥有主任医师5名，副主任医师3名的高职称专业队伍，能够开展小儿先天性心脏病（如房、室间隔缺损，动脉导管未闭，法洛式四联征等）复杂性心脏畸形的手术治疗。新生儿外...科开展各类消化道畸形：如先天性食道闭锁、膈疝、十二指肠梗阻、先天性巨结肠、肠闭锁及肛门闭锁等疾病的治疗，治愈率高，大大提高了患儿的生活质量。普外科开展纵膈肿瘤、胆总管囊肿、肝肾肿瘤、畸胎瘤、神经母细胞瘤,0.080296403,0.07723545070460082,0.8287193813337363,其他,255.0,65025.0,5,0,0,0,0,0,0,1
107,副主任医师,太原,0,0,0,0.080047222,0.07700476425433295,-9.163826170327335,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
108,主任医师,嘉兴,1,3,大家好！                        有关生长发育的问题尽管提，我将尽快做出回答。,0.07928944,0.07630289868196216,-8.669522771960214,二线城市,50.0,2500.0,4,0,1,0,0,0,1,0
109,主任医师 教授,成都,1,0,倾听是种艺术                        好大夫的修养有很多，倾听是一种重要的沟通,0.078777161,0.07582814131406193,4.060123998268192,二线城市,50.0,2500.0,5,0,1,0,0,0,0,1
110,副主任医师,上海,1,6,0,0.078513953,0.07558412417646011,-7.241337508192233,一线城市,0.0,0.0,4,1,0,0,0,0,1,0
111,主治医师,郑州,0,2,欢迎词                        小儿手术哪里去，省医小儿外科帮助您！,0.078244175,0.07533395425902281,-10.097708035728196,二线城市,45.0,2025.0,2,0,1,0,1,0,0,0
