,医生职称,医生所在城市,医生有无简介,总文章数,医生欢迎词,IST0_1erke,log(IST),患者满意度,城市等级,欢迎词字数,字数平方,profession_encoding,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5
97,主治医师,咸阳,1,5,0,0.08439859300000001,0.0810255411498312,-9.717605794742653,其他,0.0,0.0,2,0,0,0,1,0,0,0
99,副主任医师,临沂,0,5,欢迎词                        每周除了周四休息，其他时间都在儿保科矮小门诊坐诊,0.08415751099999999,0.08080319781220804,-9.630767103027763,其他,51.0,2601.0,4,0,0,0,0,0,1,0
101,副主任医师,安阳,1,0,0,0.08319428200000001,0.07991434435839552,-9.163826170327335,其他,0.0,0.0,4,0,0,0,0,0,1,0
106,主任医师 教授,开封,1,3,开封市儿童医院                        :开封市儿童医院外科涵盖了小儿普外、心胸外科、新生儿外科、泌尿外科、骨科等专业，现拥有主任医师5名，副主任医师3名的高职称专业队伍，能够开展小儿先天性心脏病（如房、室间隔缺损，动脉导管未闭，法洛式四联征等）复杂性心脏畸形的手术治疗。新生儿外...科开展各类消化道畸形：如先天性食道闭锁、膈疝、十二指肠梗阻、先天性巨结肠、肠闭锁及肛门闭锁等疾病的治疗，治愈率高，大大提高了患儿的生活质量。普外科开展纵膈肿瘤、胆总管囊肿、肝肾肿瘤、畸胎瘤、神经母细胞瘤,0.080296403,0.07723545070460082,0.8287193813337363,其他,255.0,65025.0,5,0,0,0,0,0,0,1
114,副主任医师,盐城,1,0,0,0.076921762,0.07410675115297646,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
118,主治医师,济宁,1,1,0,0.074411811,0.07177335927890179,-9.136463704660642,其他,0.0,0.0,2,0,0,0,1,0,0,0
127,主治医师,安阳,1,2,愿健康相伴您一生!                        希望我可以帮助你，希望所有宝贝健康成长。,0.070706563,0.0683187697981195,-10.097708035728196,其他,53.0,2809.0,2,0,0,0,1,0,0,0
129,主任医师 副教授,芜湖,1,39,淡看人生、善待生命                        每一位孩子都是我们的宝贝！希望所有的孩子都能够健康快乐的成长……,0.06991763200000001,0.06758166607149338,-0.3659954160840319,其他,65.0,4225.0,5,0,0,0,0,0,0,1
137,主任医师 教授,巴彦淖尔,1,34,巴彦淖尔市医院-----我的爱人                        我在乎人生中随处可见的真诚和感动，我懂得珍惜生命中每一位一起走过的同事朋友，我热爱巴彦淖尔市医院。你是我心灵永远的港湾。我的爱人----巴市医院，祝你腾飞。,0.066963551,0.06481681147372327,-7.213975042525536,其他,118.0,13924.0,5,0,0,0,0,0,0,1
147,主治医师,安阳,1,0,0,0.060738014000000014,0.058964905484253136,-6.9805045761753215,其他,0.0,0.0,2,0,0,0,1,0,0,0
150,主治医师,南充,0,0,0,0.059023551,0.057347305276615634,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
159,主任医师 教授,泸州,1,3,0,0.054689019000000005,0.05324595475481218,-6.366931868839568,其他,0.0,0.0,5,0,0,0,0,0,0,1
160,副主任医师,济宁,1,0,0,0.054590843,0.05315286516358287,-5.666520469788924,其他,0.0,0.0,4,0,0,0,0,0,1,0
168,主任医师 教授,大同,1,2,矮小门诊开诊通知                        我科现已开设矮小门诊，如果您对孩子的身高不满意或在儿童生长发育方面有疑问，可前来咨询。门诊时间为周三周六的上午，为确保您的就诊效率，咨询就诊前须知！,0.050564836,0.049327958579709966,-10.097708035728196,其他,106.0,11236.0,5,0,0,0,0,0,0,1
172,副主任医师 副教授,潍坊,1,32,关注儿童身心健康                        生命相托，精医厚德；呵护生命，情满鸢都。“世间最珍贵的东西莫过于真理。人世间的贫富、美丑、是非，恰如过眼烟云，终归要归于寂灭；而真理之光却永远照耀着世间，使病者得愈、贫者致富，忧伤的人们得以快乐。”,0.048901632,0.04774355189993197,-0.5994658824342459,其他,131.0,17161.0,5,0,0,0,0,0,0,1
181,副主任医师 副教授,十堰,1,7,0,0.046666235,0.04561009883158509,-10.097708035728196,其他,0.0,0.0,5,0,0,0,0,0,0,1
185,主任医师 教授,十堰,1,0,0,0.045377061,0.04437764425892223,-9.630767103027763,其他,0.0,0.0,5,0,0,0,0,0,0,1
188,主任医师 教授,辽阳,1,16,欢迎词                        用我的真心换你的笑容！关注孩子的身高，关注孩子的未来！,0.042361893,0.04148918917639214,-5.639158004122225,其他,54.0,2916.0,5,0,0,0,0,0,0,1
189,主治医师,呼伦贝尔,0,0,欢迎词                        应当地患者的需求，特开通个人网站，欢迎大家咨询，我会尽我最大能力为各位初为人父母的年轻爸爸、妈妈们排忧解难！,0.042336646,0.04146496792854367,-10.097708035728196,其他,81.0,6561.0,2,0,0,0,1,0,0,0
192,主任医师 教授,泰安,1,0,0,0.042051113,0.04119099491123617,-9.163826170327335,其他,0.0,0.0,5,0,0,0,0,0,0,1
196,主治医师,铁岭,1,5,让我们的宝宝更健康                        孩子是我们的希望，孩子的健康是我们的愿望，希望我们的交流能让妈妈安心，让宝宝健康快乐！,0.040790345,0.03998037165506828,-10.097708035728196,其他,76.0,5776.0,2,0,0,0,1,0,0,0
209,副主任医师,济宁,0,2,0,0.03614512,0.03550721124747083,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
214,主治医师,济宁,1,7,0,0.033861447,0.03330077000917807,-9.864237569377982,其他,0.0,0.0,2,0,0,0,1,0,0,0
219,主治医师 讲师,南充,1,5,欢迎咨询和就诊                        欢迎您光临梁云大夫个人网页，我和您一样关心孩子的健康，孩子的健康快乐是你我共同的心愿！为方便咨询，请详细注明患儿年龄、体重、主要症状及超声，CT片，DR片等辅助检查资料，以便全面准确地评估孩子的病情！,0.033222905,0.032682950983366994,-8.669522771960214,其他,131.0,17161.0,3,0,0,0,0,1,0,0
225,主治医师 讲师,驻马店,0,15,0,0.030984442,0.030514114717278863,-9.717605794742653,其他,0.0,0.0,3,0,0,0,0,1,0,0
229,副主任医师,临沂,1,0,小儿先天性心脏病之家                        小儿先天性心脏病介入治疗技术，是我科的技术特色，它以“不开刀、不留疤、不输血、恢复快、住院时间短、疗效好”为突出优点，广大患者就此问题提问，我们更有回答优势。,0.028782612000000006,0.02837617311422229,-8.902993238310428,其他,113.0,12769.0,4,0,0,0,0,0,1,0
232,主治医师 讲师,泸州,1,0,0,0.027946499,0.027563121904330086,-9.39729663667755,其他,0.0,0.0,3,0,0,0,0,1,0,0
236,主治医师,潍坊,1,5,选择我，选择放心！O(∩_∩)O                        真诚为患者服务！得到大家认可，是我最大的心愿！,0.026651119,0.026302164371535604,-8.669522771960214,其他,63.0,3969.0,2,0,0,0,1,0,0,0
253,住院医师,赣州,1,3,0,0.021856394,0.02162096723129684,-9.864237569377982,其他,0.0,0.0,0,0,0,0,0,0,0,0
254,副主任医师,秦皇岛,0,0,您的信任是我最宝贵的财富                        儿童是国家的未来，儿童健康成长是每个家长的希望，让我和您一起来完成这个任务吧,0.021386555,0.021161071839502145,-6.019260245107768,其他,74.0,5476.0,4,0,0,0,0,0,1,0
256,主治医师,荆门,1,5,0,0.020970911,0.020754048081264263,-9.864237569377982,其他,0.0,0.0,2,0,0,0,1,0,0,0
257,副主任医师,淄博,1,0,0,0.020391071,0.0201859567572296,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
269,主治医师,丹东,1,0,0,0.017131352,0.016986265068643525,-9.630767103027763,其他,0.0,0.0,2,0,0,0,1,0,0,0
278,副主任医师,南平,1,0,0,0.014244434,0.014143935290495381,-9.136463704660642,其他,0.0,0.0,4,0,0,0,0,0,1,0
279,副主任医师,四平,0,0,0,0.013748695,0.01365503914702697,-9.136463704660642,其他,0.0,0.0,4,0,0,0,0,0,1,0
284,副主任医师,石嘴山,0,8,0,0.012087048,0.012014582976402795,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
295,副主任医师,忻州,0,0,0,0.009516493,0.009471496428280518,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
304,主任医师,泰州,1,0,0,0.007877941999999999,0.007847073031563147,-9.717605794742653,其他,0.0,0.0,4,0,0,0,0,0,1,0
305,住院医师 讲师,景德镇,0,0,关注儿童健康，关注祖国未来                        感谢各位同道的支持及病友的关注，祝愿全天下小朋友健健康康，快快乐乐的成长！zouyongzhoulove@163.com,0.007838029,0.007807471222003226,-9.864237569377982,其他,97.0,9409.0,1,0,0,1,0,0,0,0
309,副主任医师 副教授,潍坊,1,0,0,0.007176453,0.007150824801164473,-9.39729663667755,其他,0.0,0.0,5,0,0,0,0,0,0,1
310,副主任医师,邢台,1,5,0,0.007096849000000001,0.007071784881445138,-8.289420530974674,其他,0.0,0.0,4,0,0,0,0,0,1,0
311,副主任医师,达州,1,0,0,0.006932717,0.0069087962112347676,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
313,主治医师,连云港,1,3,0,0.006653605999999999,0.006631568462317848,-8.436052305610001,其他,0.0,0.0,2,0,0,0,1,0,0,0
314,副主任医师,柳州,1,0,0,0.0058685180000000005,0.005851365322722752,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
316,住院医师,潍坊,0,10,网络无限，能力有限，尽力而为吧                        行医原则：健康所系，性命相托，慎之又慎！举手立誓：我决心恪守医德，竭尽全力，除人类之病痛，助健康之完美，维护医术的圣洁和荣誉，救死扶伤，不辞艰辛，执着追求，为祖国的医药卫生事业的发展和人类的身心健康奋斗终生。真心寄语：祝愿大...家健健康康！祝愿患者们早日康复！                                        展开 >>                 收起 <<,0.005765172,0.005748616993735558,-10.097708035728196,其他,237.0,56169.0,0,0,0,0,0,0,0,0
319,主任医师,齐齐哈尔,1,0,欢迎各位患者                        黑龙江省名中医金福厚教授独创中医药五联疗法治疗过敏性紫癜、紫癜肾、血小板减少紫癜黑龙江省名中医.黑龙江中医大学兼职教授.政府津贴获得者.齐齐哈尔紫癜研究室主任.齐齐哈尔中医医院主任医师金福厚教授，经历二十多年潜心研究，把博大精深的中...医医院理论和现代高科技完美结合，运用阴阳五行学说和现代免疫分子生物学结合，解决了医学界对顽固性过敏性紫癜，紫癜性肾炎肾病，难治性血小板减少紫癜，久治不愈的难题，使众多省内外久治不愈患者，获得康复，摆脱了西医长期使,0.005526176,0.00551096271121451,-8.930355703977124,其他,255.0,65025.0,4,0,0,0,0,0,1,0
324,主治医师,安阳,0,0,0,0.00463133,0.004620638389424426,-7.589009131924031,其他,0.0,0.0,2,0,0,0,1,0,0,0
327,副主任医师 副教授,钦州,1,0,0,0.004228966,0.00422004905408652,-9.163826170327335,其他,0.0,0.0,5,0,0,0,0,0,0,1
328,住院医师,阳江,0,1,欢迎词                        努力做一名合格的新生儿科医师...,0.004205627,0.0041968080682138476,-9.864237569377982,其他,44.0,1936.0,0,0,0,0,0,0,0,0
333,副主任医师,佳木斯,1,8,0,0.002600689,0.002597313060275409,-9.630767103027763,其他,0.0,0.0,4,0,0,0,0,0,1,0
337,副主任医师,湖州,1,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
338,副主任医师 副教授,东营,0,0,0,0.0,0.0,-9.250664862042226,其他,0.0,0.0,5,0,0,0,0,0,0,1
340,住院医师,莱芜,0,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,0,0,0,0,0,0,0,0
342,副主任医师,淄博,1,0,0,0.0,0.0,-8.22994430492648,其他,0.0,0.0,4,0,0,0,0,0,1,0
345,主治医师,廊坊,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
347,副主任医师,沧州,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
348,副主任医师,宜昌,1,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
351,住院医师,鹤岗,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
352,主任医师,临夏,1,1,0,0.0,0.0,-8.376259222689553,其他,0.0,0.0,4,0,0,0,0,0,1,0
355,住院医师,唐山,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
356,主任医师,湖州,1,0,欢迎词                        欢迎来到我的网站！希望能为你提供一些帮助！,0.0,0.0,-9.864237569377982,其他,48.0,2304.0,4,0,0,0,0,0,1,0
359,住院医师,安阳,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
361,副主任医师,盐城,0,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
364,主任医师,荆州,1,0,0,0.0,0.0,-9.630767103027763,其他,0.0,0.0,4,0,0,0,0,0,1,0
365,住院医师,贵港,0,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,0,0,0,0,0,0,0,0
366,住院医师,潍坊,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
367,主治医师,蚌埠,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
369,副主任医师 副教授,鞍山,1,0,0,0.0,0.0,-9.136463704660642,其他,0.0,0.0,5,0,0,0,0,0,0,1
372,主治医师,随州,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
375,住院医师,鹤岗,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
376,主治医师,沧州,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
383,主治医师,荆州,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
384,主任医师 教授,泸州,1,0,0,0.0,0.0,-9.136463704660642,其他,0.0,0.0,5,0,0,0,0,0,0,1
386,主任医师 教授,西宁,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,5,0,0,0,0,0,0,1
388,住院医师,十堰,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
390,主治医师,柳州,1,1,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,2,0,0,0,1,0,0,0
395,主治医师,漯河,1,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,2,0,0,0,1,0,0,0
397,主任医师,湖州,1,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
399,主治医师 讲师,滨州,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,3,0,0,0,0,1,0,0
400,住院医师,荆州,0,0,0,0.0,0.0,-9.630767103027763,其他,0.0,0.0,0,0,0,0,0,0,0,0
410,住院医师 助教,新乡,0,2,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,1,0,0,1,0,0,0,0
411,主治医师,江门,1,3,"热烈欢迎光临本网站                        这里找不到最权威的答案,这里也找不到教授级的人物.但这里却找得到一位基层医生与普通患者的真实的交流的情况,尽心尽力找到最合适的答案,最佳的解决方案.....",0.0,0.0,-9.864237569377982,其他,111.0,12321.0,2,0,0,0,1,0,0,0
413,住院医师 讲师,四平,1,0,0,0.0,0.0,-8.436052305610001,其他,0.0,0.0,1,0,0,1,0,0,0,0
414,副主任医师,濮阳,0,0,0,0.0,0.0,-9.864237569377982,其他,0.0,0.0,4,0,0,0,0,0,1,0
415,副主任医师,连云港,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
416,副主任医师,襄阳,1,0,0,0.0,0.0,-9.630767103027763,其他,0.0,0.0,4,0,0,0,0,0,1,0
418,住院医师,安阳,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
419,主治医师,鹤岗,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
421,住院医师,菏泽,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,0,0,0,0,0,0,0,0
422,主治医师,安阳,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
427,主任医师,宜昌,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
428,主治医师,阳江,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
429,住院医师,淮南,0,0,0,0.0,0.0,-9.630767103027763,其他,0.0,0.0,0,0,0,0,0,0,0,0
431,主治医师 研究员,临沂,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,3,0,0,0,0,1,0,0
432,副主任医师,通化,1,0,0,0.0,0.0,-9.630767103027763,其他,0.0,0.0,4,0,0,0,0,0,1,0
433,主治医师,桂林,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
443,副主任医师 副教授,承德,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,5,0,0,0,0,0,0,1
446,副主任医师,安阳,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
449,主任医师,抚顺,1,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
450,副主任医师,赣州,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,4,0,0,0,0,0,1,0
452,主治医师,安阳,0,0,0,0.0,0.0,-10.097708035728196,其他,0.0,0.0,2,0,0,0,1,0,0,0
453,主任医师 教授,安阳,1,0,0,0.0,0.0,-8.550253462991583,其他,0.0,0.0,5,0,0,0,0,0,0,1
