,医生职称,医生所在城市,医生有无简介,总文章数,医生欢迎词,IST0_1erke,log(IST),患者满意度,城市等级,欢迎词字数,字数平方,profession_encoding,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5
204,副主任医师 副教授,沈阳,1,0,0,0.038603395,0.03787692124615506,-3.771394273320511,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
205,主任医师 教授,西安,1,40,但愿人间无疾苦 宁愿架上药生尘                        时间调整为 周一、三、五上午高新医院国际部儿科诊室门诊儿童处于生长发育阶段，是成人的基础，不少成人的躯体疾病、心理异常、性格行为等问题，都与儿童时期身心健康有关，然而在儿童时期，小儿缺乏自卫能力，其健康易受营养、疾病、外界环境的各种因素...影响，是最易受伤害的人群，因此，要保证儿童身心健康，防治各种疾病，需要全社会、家长和医护人员的共同关注，早发现、早诊断、早治疗，促进儿童健康成长。希望大家在咨询问题时，将详细的病情和相关的化,0.037867907,0.037168519420375634,-2.6361557019509365,二线城市,255.0,65025.0,5,0,1,0,0,0,0,1
206,副主任医师,杭州,1,0,0,0.037322951,0.0366433089218558,-8.289420530974674,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
207,副主任医师 副教授,郑州,1,3,欢迎咨询                        竭诚为患者朋友服务,0.037050701,0.03638082004835831,-6.7470341098251065,二线城市,37.0,1369.0,5,0,1,0,0,0,0,1
208,主任医师 教授,长沙,1,1,0,0.037019025,0.03635027527003636,-9.250664862042226,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
211,副主任医师 讲师,成都,1,0,0,0.034920743,0.03432484697358446,-9.630767103027763,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
213,住院医师,西安,0,0,0,0.033919568,0.033356985826611035,-9.864237569377982,二线城市,0.0,0.0,0,0,1,0,0,0,0,0
218,主任医师 教授,济南,1,0,0,0.033438799,0.03289188116324838,-8.669522771960214,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
222,副主任医师,沈阳,1,0,0,0.032222394,0.03171414190501446,-9.39729663667755,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
224,主任医师,杭州,1,0,0,0.031580566000000004,0.03109215615043273,-6.7470341098251065,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
226,主任医师 教授,郑州,1,0,您孩子的健康使者                        我主要从事先天性脊柱脊髓畸形的诊治研究，主要治疗先天性脊柱侧弯，先天性脊髓畸形，可一期手术治疗先天性脊柱脊髓畸形，减少花费痛苦和住院时间。利用我的网站您可以：1、对于已经找我面诊过得患者（尤其是外地患者），不方面复诊或病情发生变化时，可直...接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，也可以通过电话咨询的方式向我咨询有关疾病的相关问题，由于医院工作繁忙，网上咨询暂时没有时间回复，请理解。家长可以申请电话咨询服务与我沟通，我将,0.030623349,0.030163812389873142,-3.7014648872259683,二线城市,255.0,65025.0,5,0,1,0,0,0,0,1
227,主治医师,成都,1,0,0,0.030583358,0.03012500890658425,-10.097708035728196,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
228,主任医师 教授,长春,1,1,尽其所能为孩子的身心健康成长保驾护航！                        欢迎身材矮小、性早熟、多动症、抽动症患儿就诊！早产儿、低出生体重儿、发育迟缓儿、正常小儿前来进行系统保健及发育促进！,0.030026741000000006,0.02958476404045632,-8.902993238310428,二线城市,101.0,10201.0,5,0,1,0,0,0,0,1
230,主任医师,无锡,1,0,欢迎词                        无锡市人民医院儿童康复科将在9月20日起开设儿童康复病房，方便患儿康复，住院后可得到强化训练和治疗，起到更好地疗效。并在12月以前住院者将免费提供一个项目的治疗。,0.028626272,0.02822419554523565,-7.9691113729095715,二线城市,108.0,11664.0,4,0,1,0,0,0,1,0
231,主治医师,太原,1,0,0,0.028413856,0.028017669675503055,-9.864237569377982,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
233,副主任医师,天津,1,0,尽我微薄之力，给您些许帮助                        各位患者、患者家长好，我是高原荣，希望能帮您解决一些实际问题。,0.027327569,0.026960837247168176,-8.902993238310428,二线城市,68.0,4624.0,4,0,1,0,0,0,1,0
234,主治医师,哈尔滨,1,3,0,0.027132076,0.02677052637777164,-9.136463704660642,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
237,副主任医师 副教授,中山,0,3,0,0.026543885,0.026197708633148763,-2.8696261683011497,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
238,主任医师 教授,西安,1,14,0,0.026187616,0.02585059162987417,-9.864237569377982,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
246,住院医师 助教,重庆,1,9,0,0.024231609,0.023942681706388448,-9.136463704660642,二线城市,0.0,0.0,1,0,1,1,0,0,0,0
247,主任医师,济南,1,0,0,0.024063633,0.0237786662881692,-9.163826170327335,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
249,主治医师,郑州,0,0,0,0.023744285,0.02346677375197796,-8.69688523762691,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
250,主治医师,长沙,1,1,相聚即是缘                        晨有清逸，暮有闲愁，梦随心动，心随梦求！,0.023180521000000003,0.022915933767428967,-8.376259222689553,二线城市,49.0,2401.0,2,0,1,0,1,0,0,0
251,主治医师,青岛,0,5,0,0.022816156,0.02255976016465832,-9.864237569377982,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
255,副主任医师,成都,1,0,0,0.02133127,0.02110694297320755,-10.097708035728196,二线城市,0.0,0.0,4,0,1,0,0,0,1,0
258,主治医师 讲师,沈阳,1,0,0,0.020261556,0.02005902187526068,-8.902993238310428,二线城市,0.0,0.0,3,0,1,0,0,1,0,0
259,主治医师,济南,0,0,0,0.020113011,0.019913416256895373,-10.097708035728196,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
261,主治医师,成都,1,0,0,0.019009248,0.018830829763683783,-9.630767103027763,二线城市,0.0,0.0,2,0,1,0,1,0,0,0
262,副主任医师 副教授,青岛,1,7,0,0.018962224,0.018784681914555942,-9.864237569377982,二线城市,0.0,0.0,5,0,1,0,0,0,0,1
